paper_id,pmid,year,title,abstract_excerpt,matched_pis,matched_centers,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,final_corpus_decision,final_corpus_reason,review_status,notes
pmid-26232440,26232440,2015,Development of Prototype Filovirus Recombinant Antigen Immunoassays.,"BACKGROUND: Throughout the 2014-2015 Ebola outbreak in West Africa, major gaps were exposed in the availability of validated rapid diagnostic platforms, protective vaccines, and effective therapeutic agents. These gaps potentiated the development of prototype rapid lateral flo...",Donald S Grant,CViSB,,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,watch,infectious-disease paper but mechanism signal is still weak: virus,pending,
pmid-26229581,26229581,2015,Stability after Cleft Maxillary Distraction Osteogenesis or Conventional Orthognathic Surgery.,"OBJECTIVES: To compare stability of maxillary advancements in patients with cleft lip and palate following distraction osteogenesis or orthognathic surgery. INCLUSION CRITERIA: 1) cleft lip and palate, 2) advancement > 8 mm. Eleven patients comprised the distraction osteogenes...",Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26223644,26223644,2015,RIG-I Mediates an Antiviral Response to Crimean-Congo Hemorrhagic Fever Virus.,"UNLABELLED: In the cytoplasm, the retinoic acid-inducible gene I (RIG-I) senses the RNA genomes of several RNA viruses. RIG-I binds to viral RNA, eliciting an antiviral response via the cellular adaptor MAVS. Crimean-Congo hemorrhagic fever virus (CCHFV), a negative-sense RNA...",Adolfo Garcia-Sastre,SYBIL,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, pathway, infection",medium,"relevant mechanistic terms: virus, viral, pathway",include,"viral context plus mechanism/resource terms: virus, viral, pathway",pending,
pmid-26223639,26223639,2015,"Human Dendritic Cell Response Signatures Distinguish 1918, Pandemic, and Seasonal H1N1 Influenza Viruses.","UNLABELLED: Influenza viruses continue to present global threats to human health. Antigenic drift and shift, genetic reassortment, and cross-species transmission generate new strains with differences in epidemiology and clinical severity. We compared the temporal transcription...",Adolfo Garcia-Sastre,SYBIL,influenza,,,data_or_analysis,high,explicit cross-virus/shared-host language: comparative,medium,"relevant mechanistic terms: virus, viral, host",include,explicit cross-virus or shared-host framing in title/abstract,pending,
pmid-26221764,26221764,2015,The therapeutic effect of death: Newcastle disease virus and its antitumor potential.,"Programmed cell death is essential to survival of multicellular organisms. Previously restricted to apoptosis, the concept of programmed cell death is now extended to other mechanisms, as programmed necrosis or necroptosis, autophagic cell death, pyroptosis and parthanatos, am...",Adolfo Garcia-Sastre,SYBIL,,,,review,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"relevant mechanistic terms: virus, viral, host",watch,"infectious-disease paper but mechanism signal is still weak: virus, viral",pending,
pmid-26220710,26220710,2015,The MIOREX complex--lean management of mitochondrial gene expression.,,Melanie Ott,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26220281,26220281,2015,Perspectives From the Field: Certified Health Education Specialists on the Value of Health Education Credentialing.,"In this commentary, four Certified Health Education Specialists (CHESs) share their reasons for obtaining national certification as health education specialists, the value of national credentialing to their employers, and the career development benefits of National Commission...",Rafael Medina,SYBIL,,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26217191,26217191,2015,IFN gamma regulates proliferation and neuronal differentiation by STAT1 in adult SVZ niche.,The adult subventricular zone (SVZ) is the main neurogenic niche in normal adult brains of mice and rats. Interferon gamma (IFNγ) has somewhat controversially been associated with SVZ progenitor proliferation and neurogenesis. The in vivo involvement of IFNγ in the physiology...,Rafael Medina,SYBIL,,,,primary_research,candidate,relevant viral/host/pathway terms matched: pathway,medium,relevant mechanistic terms: pathway,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26216286,26216286,2015,Novel rat model for neurocysticercosis using Taenia solium.,Neurocysticercosis is caused by Taenia solium infecting the central nervous system and is the leading cause of acquired epilepsy and convulsive conditions worldwide. Research into the pathophysiology of the disease and appropriate treatment is hindered by lack of cost-effectiv...,Rafael Medina,SYBIL,,,,primary_research,candidate,relevant viral/host/pathway terms matched: infection,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26205286,26205286,2015,Editorial overview: host-microbe interactions: viruses.,,Adolfo Garcia-Sastre,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,relevant mechanistic terms: host,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26196362,26196362,2015,Evaluation of Safety and Cost-Effectiveness of the Low Risk Ankle Rule in One of Europe's Busiest Pediatric Emergency Departments.,OBJECTIVES: Low Risk Ankle Rule (LRAR) has 100% sensitivity for identifying clinically important pediatric ankle fractures (high-risk injuries) and has the potential to safely reduce imaging by approximately 60%. This study investigates the safety and cost-effectiveness of thi...,Ryan McNamara,CViSB,,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26190444,26190444,2015,Pseudomonas aeruginosa nosocomial pneumonia: impact of pneumonia classification.,"OBJECTIVE: To describe and compare the mortality associated with nosocomial pneumonia due to Pseudomonas aeruginosa (Pa-NP) according to pneumonia classification (community-onset pneumonia [COP], hospital-acquired pneumonia [(HAP], and ventilator-associated pneumonia [VAP]). D...",Richard Wunderink,SCRIPT,,pseudomonas_aeruginosa,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26178989,26178989,2015,HIV Vpu Interferes with NF-κB Activity but Not with Interferon Regulatory Factor 3.,UNLABELLED: The accessory HIV protein Vpu inhibits a number of cellular pathways that trigger host innate restriction mechanisms. HIV Vpu-mediated degradation of tetherin allows efficient particle release and hampers the activation of the NF-κB pathway thereby limiting the exp...,Adolfo Garcia-Sastre,SYBIL,hiv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: viral, pathway, infection",medium,"relevant mechanistic terms: viral, host, pathway",include,"viral context plus mechanism/resource terms: viral, hiv, pathway, host response",pending,
pmid-26172835,26172835,2015,"Correction: Comparison of ""Live High-Train Low"" in Normobaric versus Hypobaric Hypoxia.",,Alan Hauser,SCRIPT,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26168409,26168409,2015,A feasibility randomised controlled trial of a motivational interviewing-based intervention for weight loss maintenance in adults.,"BACKGROUND: Obesity has significant health and NHS cost implications. Relatively small reductions in weight have clinically important benefits, but long-term weight loss maintenance (WLM) is challenging. Behaviour change interventions have been identified as key for WLM. Motiv...",Ryan McNamara,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26154012,26154012,2015,Molecular networks in context.,,Trey Ideker,HPMI,,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26153856,26153856,2015,Corrigendum: Pan-viral specificity of IFN-induced genes reveals new roles for cGAS in innate immunity.,,Adolfo Garcia-Sastre,SYBIL,,,,primary_research,high,explicit cross-virus/shared-host language: pan-viral,medium,relevant mechanistic terms: viral,include,explicit cross-virus or shared-host framing in title/abstract,pending,
pmid-26151782,26151782,2015,"In Vitro Nail Penetration of Tavaborole Topical Solution, 5%, Through Nail Polish on Ex Vivo Human Fingernails.",BACKGROUND: Onychomycosis is a common infection of the toenails that causes nail thickening and discoloration. The physical appearance of the infected nail can diminish self-image and negatively impact quality of life. Patients may use nail polish to mask the appearance of inf...,Sumit Chanda,SYBIL,,,,primary_research,candidate,relevant viral/host/pathway terms matched: infection,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26118995,26118995,2015,Global Mapping of the Inc-Human Interactome Reveals that Retromer Restricts Chlamydia Infection.,"Chlamydia trachomatis is a leading cause of genital and ocular infections for which no vaccine exists. Upon entry into host cells, C. trachomatis resides within a membrane-bound compartment—the inclusion—and secretes inclusion membrane proteins (Incs) that are thought to modul...",Jeffrey Cox,HPMI,,chlamydia_trachomatis,proteomics,primary_research,candidate,"relevant viral/host/pathway terms matched: viral, host-pathogen, interactome, infection",medium,"relevant mechanistic terms: viral, host, interactome, proteomics",include,"viral context plus mechanism/resource terms: viral, interactome, proteomics",pending,
pmid-26112349,26112349,2015,Full-field in vitro measurements and in silico predictions of strain shielding in the implanted femur after total hip arthroplasty.,"Alterations in bone strain as a result of implantation may contribute towards periprosthetic bone density changes after total hip arthroplasty. Computational models provide full-field strain predictions in implant-bone constructs; however, these predictions should be verified...",Sumit Chanda,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26110879,26110879,2015,Correction: MAVS Protein Is Attenuated by Rotavirus Nonstructural Protein 1.,,Sumit Chanda,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26108694,26108694,2015,FLT3 D835 mutations confer differential resistance to type II FLT3 inhibitors.,"Activating mutations in FLT3 occur in ~30% of adult acute myeloid leukemia, primarily consisting of internal tandem duplication (ITD) mutations (~25%) and point mutations in the tyrosine kinase domain (~5%), commonly at the activation loop residue D835. Secondary kinase domain...",Andrej Sali,HPMI,,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26103419,26103419,2015,Evolutionary trends and functional anatomy of the human expanded autophagy network.,"All eukaryotic cells utilize autophagy for protein and organelle turnover, thus assuring subcellular quality control, homeostasis, and survival. In order to address recent advances in identification of human autophagy associated genes, and to describe autophagy on a system-wid...",Trey Ideker,HPMI,,,network_modeling,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: interaction, pathway",medium,"relevant mechanistic terms: pathway, screen",exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26095030,26095030,2015,Outcome of the First wwPDB Hybrid/Integrative Methods Task Force Workshop.,Structures of biomolecular systems are increasingly computed by integrative modeling that relies on varied types of experimental data and theoretical information. We describe here the proceedings and conclusions from the first wwPDB Hybrid/Integrative Methods Task Force Worksh...,Andrej Sali,HPMI,hiv,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26092411,26092411,2015,Acoustic-noise-optimized diffusion-weighted imaging.,OBJECTIVE: This work was aimed at reducing acoustic noise in diffusion-weighted MR imaging (DWI) that might reach acoustic noise levels of over 100 dB(A) in clinical practice. MATERIALS AND METHODS: A diffusion-weighted readout-segmented echo-planar imaging (EPI) sequence was...,Melanie Ott,HPMI,,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26091387,26091387,2015,"In Vitro Nail Penetration and Antifungal Activity of Tavaborole, a Boron-Based Pharmaceutical.","An effective topical antifungal medication must penetrate through the nail plate at sufficient concentrations to eradicate the fungal infection. Tavaborole topical solution, 5% is a novel boron-based pharmaceutical approved for the treatment of toenail onychomycosis due to Tri...",Sumit Chanda,SYBIL,,,,primary_research,candidate,relevant viral/host/pathway terms matched: infection,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26086600,26086600,2015,Verbal Autopsy: Evaluation of Methods to Certify Causes of Death in Uganda.,"To assess different methods for determining cause of death from verbal autopsy (VA) questionnaire data, the intra-rater reliability of Physician-Certified Verbal Autopsy (PCVA) and the accuracy of PCVA, expert-derived (non-hierarchical) and data-driven (hierarchal) algorithms...",Scott Filler,UCLA-Persistent-BSI,,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26083491,26083491,2015,ERCC1 and TS Expression as Prognostic and Predictive Biomarkers in Metastatic Colon Cancer.,"In patients with metastatic colon cancer, response to first line chemotherapy is a strong predictor of overall survival (OS). Currently, oncologists lack diagnostic tests to determine which chemotherapy regimen offers the greatest chance for response in an individual patient....",Trey Ideker,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26083367,26083367,2015,"The Herpes Simplex Virus Protein pUL31 Escorts Nucleocapsids to Sites of Nuclear Egress, a Process Coordinated by Its N-Terminal Domain.","Progeny capsids of herpesviruses leave the nucleus by budding through the nuclear envelope. Two viral proteins, the membrane protein pUL34 and the nucleo-phosphoprotein pUL31 form the nuclear egress complex that is required for capsid egress out of the nucleus. All pUL31 ortho...",Melanie Ott,HPMI,,,proteomics,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, interaction",medium,"relevant mechanistic terms: virus, viral",include,"viral context plus mechanism/resource terms: virus, viral, interaction",pending,
pmid-26070672,26070672,2015,Beyond Agar: Gel Substrates with Improved Optical Clarity and Drug Efficiency and Reduced Autofluorescence for Microbial Growth Experiments.,"Agar, a seaweed extract, has been the standard support matrix for microbial experiments for over a century. Recent developments in high-throughput genetic screens have created a need to reevaluate the suitability of agar for use as colony support, as modern robotic printing sy...",Trey Ideker,HPMI,influenza,,crispr_screen,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26068782,26068782,2015,A Newly Emerged Swine-Origin Influenza A(H3N2) Variant Dampens Host Antiviral Immunity but Induces Potent Inflammasome Activation.,"We compared the innate immune response to a newly emerged swine-origin influenza A(H3N2) variant containing the M gene from 2009 pandemic influenza A(H1N1), termed ""A(H3N2)vpM,"" to the immune responses to the 2010 swine-origin influenza A(H3N2) variant and seasonal influenza A...",Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: infection,medium,relevant mechanistic terms: host,watch,infectious-disease paper but mechanism signal is still weak: influenza,pending,
pmid-26059775,26059775,2015,Relevance of computerized tomography in the preoperative evaluation of patients with vulvar cancer: a prospective study.,"BACKGROUND: The purpose of the study was to determine whether inclusion of computerized tomography (CT) in the prospective evaluation of vulvar cancer changed the surgical treatment strategy in terms of detection of lymph node metastases, tumor spread and comorbidity, and addi...",Kristian Andersen,CViSB,influenza,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26057711,26057711,2015,Against the clock towards new Ebola virus therapies.,"Since the end of 2013, West Africa has been suffering the largest Ebola virus (EBOV) outbreak in recorded history. The lack of health care infrastructure in the affected countries, as well as a concentration of infected cases in the most populated areas allowed the virus to sp...",Adolfo Garcia-Sastre,SYBIL,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,watch,infectious-disease paper but mechanism signal is still weak: virus,pending,
pmid-26047386,26047386,2015,Dielectric Genome of van der Waals Heterostructures.,"Vertical stacking of two-dimensional (2D) crystals, such as graphene and hexagonal boron nitride, has recently lead to a new class of materials known as van der Waals heterostructures (vdWHs) with unique and highly tunable electronic properties. Ab initio calculations should i...",Kristian Andersen,CViSB,,,network_modeling,methods,candidate,relevant viral/host/pathway terms matched: interaction,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26046437,26046437,2015,PQBP1 Is a Proximal Sensor of the cGAS-Dependent Innate Response to HIV-1.,"Dendritic cells (DCs) play a critical role in the immune response to viral infection through the facilitation of cell-intrinsic antiviral activity and the activation of adaptive immunity. HIV-1 infection of DCs triggers an IRF3-dependent innate immune response, which requires...",Adolfo Garcia-Sastre,SYBIL,hiv,,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: viral, infection",medium,"relevant mechanistic terms: viral, screen",include,"viral context plus mechanism/resource terms: viral, hiv, screen",pending,
pmid-26042720,26042720,2015,The influence of Sr content in calcium phosphate coatings.,In this study calcium phosphate coatings with different amounts of strontium (Sr) were prepared using a biomineralization method. The incorporation of Sr changed the composition and morphology of coatings from plate-like to sphere-like morphology. Dissolution testing indicated...,Melanie Ott,HPMI,influenza,,,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26042416,26042416,2015,Expected and Unexpected Features of the Newly Discovered Bat Influenza A-like Viruses.,,Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,watch,infectious-disease paper but mechanism signal is still weak: influenza,pending,
pmid-26042037,26042037,2015,"The acute and sub-chronic effects of cocoa flavanols on mood, cognitive and cardiovascular health in young healthy adults: a randomized, controlled trial.","Cocoa supplementation has been associated with benefits to cardiovascular health. However, cocoa's effects on cognition are less clear. A randomized, placebo-controlled, double-blind clinical trial (n = 40, age M = 24.13 years, SD = 4.47 years) was conducted to investigate the...",Andrej Sali,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26026149,26026149,2015,Functional genome-wide siRNA screen identifies KIAA0586 as mutated in Joubert syndrome.,"Defective primary ciliogenesis or cilium stability forms the basis of human ciliopathies, including Joubert syndrome (JS), with defective cerebellar vermis development. We performed a high-content genome-wide small interfering RNA (siRNA) screen to identify genes regulating ci...",Trey Ideker,HPMI,,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,relevant mechanistic terms: screen,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26018048,26018048,2015,A cluster randomized Hybrid Type III trial testing an implementation support strategy to facilitate the use of an evidence-based practice in VA homeless programs.,"BACKGROUND: The Housing and Urban Development-Veterans Affairs Supportive Housing (HUD-VASH) program is one of the largest initiatives to end Veteran homelessness. However, mental health and substance use disorders continue to reduce client stability and impede program success...",Michael Glickman,HPMI,,,network_modeling,methods,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-26000852,26000852,2015,The cancer cell map initiative: defining the hallmark networks of cancer.,"Progress in DNA sequencing has revealed the startling complexity of cancer genomes, which typically carry thousands of somatic mutations. However, it remains unclear which are the key driver mutations or dependencies in a given cancer and how these influence pathogenesis and r...",Trey Ideker,HPMI,influenza,,network_modeling,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25987725,25987725,2015,SIRT1 deacetylates RORγt and enhances Th17 cell generation.,,Melanie Ott,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25986174,25986174,2015,"Characterization of efflux transport proteins of the human choroid plexus papilloma cell line HIBCPP, a functional in vitro model of the blood-cerebrospinal fluid barrier.",PURPOSE: To characterize the human choroid plexus (CP) papilloma cell line HIBCPP with respect to ABC export protein expression and function in order to evaluate its use as an in vitro model to study carrier-mediated transport processes at the CP. METHODS: Expression profiles...,Melanie Ott,HPMI,influenza,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25984567,25984567,2015,A Potent Anti-influenza Compound Blocks Fusion through Stabilization of the Prefusion Conformation of the Hemagglutinin Protein.,"An ultrahigh-throughput screen was performed to identify novel small molecule inhibitors of influenza virus replication. The screen employed a recombinant influenza A/WSN/33 virus expressing Renilla luciferase and yielded a hit rate of 0.5%, of which the vast majority showed l...",Adolfo Garcia-Sastre,SYBIL,influenza,,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral, interaction, infection",medium,"relevant mechanistic terms: virus, viral, screen",include,"viral context plus mechanism/resource terms: virus, viral, influenza, interaction, screen",pending,
pmid-25977932,25977932,2015,B lymphocytes in neuromyelitis optica.,Neuromyelitis optica (NMO) is an inflammatory autoimmune disorder of the CNS that predominantly affects the spinal cord and optic nerves. A majority (approximately 75%) of patients with NMO are seropositive for autoantibodies against the astrocyte water channel aquaporin-4 (AQ...,Michael Yeaman,UCLA-Persistent-BSI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25966783,25966783,2015,A RIG-I 2CARD-MAVS200 Chimeric Protein Reconstitutes IFN-β Induction and Antiviral Response in Models Deficient in Type I IFN Response.,RIG-I-like receptors (RLRs) are cellular sensor proteins that detect certain RNA species produced during viral infections. RLRs activate a signaling cascade that results in the production of IFN-β as well as several other cytokines with antiviral and proinflammatory activities...,Adolfo Garcia-Sastre,SYBIL,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, pathway, infection",medium,"relevant mechanistic terms: virus, viral, pathway",include,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway",pending,
pmid-25965754,25965754,2015,CRISPR germline engineering--the community speaks.,,Jennifer Doudna,HPMI,,,crispr_screen,primary_research,candidate,relevant viral/host/pathway terms matched: crispr,medium,relevant mechanistic terms: crispr,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25962749,25962749,2015,Novel transabdominal drainage of Bakri balloon following massive obstetric hemorrhage in a woman with cervical stenosis.,,Kristian Andersen,CViSB,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25961898,25961898,2015,Ensuring sustainability of non-networked sanitation technologies: an approach to standardization.,"Non-networked sanitation technologies use no sewer, water or electricity lines. Based on a review of 45 commercially distributed technologies, 12 (representing three concepts) were selected for a detailed audit. They were located in six countries of Africa and Asia. The safety...",Alan Hauser,SCRIPT,,,network_modeling,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25931295,25931295,2015,Hospital and Surgeon Adherence to Pediatric Tonsillectomy Guidelines Regarding Perioperative Dexamethasone and Antibiotic Administration.,OBJECTIVES: To (1) determine adherence to American Academy of Otolaryngology-Head and Neck Surgery Foundation guidelines for pediatric tonsillectomy recommending routine administration of perioperative dexamethasone and against routine antibiotic administration among surgeons...,Melanie Ott,HPMI,,,network_modeling,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25926639,25926639,2015,Newcastle Disease Virus-Vectored H7 and H5 Live Vaccines Protect Chickens from Challenge with H7N9 or H5N1 Avian Influenza Viruses.,"Sporadic human infections by a novel H7N9 virus occurred over a large geographic region in China. In this study, we show that Newcastle disease virus (NDV)-vectored H7 (NDV-H7) and NDV-H5 vaccines are able to induce antibodies with high hemagglutination inhibition (HI) titers...",Adolfo Garcia-Sastre,SYBIL,influenza,,network_modeling,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,watch,"infectious-disease paper but mechanism signal is still weak: virus, influenza",pending,
pmid-25918343,25918343,2015,SIRT1 deacetylates RORγt and enhances Th17 cell generation.,"The balance of effector and regulatory T cell function, dependent on multiple signals and epigenetic regulators, is critical to immune self-tolerance. Dysregulation of T helper 17 (Th17) effector cells is associated with multiple autoimmune diseases, including multiple scleros...",Melanie Ott,HPMI,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25903548,25903548,2015,Assessing Mitochondrial Movement Within Neurons: Manual Versus Automated Tracking Methods.,"Owing to the small size of mitochondria and the complexity of their motility patterns, mitochondrial tracking is technically challenging. Mitochondria are often tracked manually; however, this is time-consuming and prone to measurement error. Here, we examined the suitability...",Alan Hauser,SCRIPT,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25895268,25895268,2015,Morphological and toxigenic variability in the Aspergillus flavus isolates from peanut (Arachis hypogaea L.) production system in Gujarat (India).,"Morphological and toxigenic variability in 187 Aspergillus flavus isolates, collected from a major Indian peanut production system, from 10 districts of Gujarat was studied. On the basis of colony characteristics, the isolates were grouped as group A (83%), B (11%) and G (6%)....",Sumit Chanda,SYBIL,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
pmid-25888743,25888743,2015,Characterization of HIV-1 entry inhibitors with broad activity against R5 and X4 viral strains.,"BACKGROUND: Combined antiretroviral therapy has drastically reduced mortality and morbidity of HIV-infected individuals. Nevertheless long-term toxicity and appearance of viral resistance hampers the prolonged effectiveness of combination therapy, requiring a continuous input...",Adolfo Garcia-Sastre,SYBIL,influenza;hiv;poxvirus,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral",watch,"infectious-disease paper but mechanism signal is still weak: virus, viral, influenza, hiv",pending,
pmid-25887984,25887984,2015,Evolution of lysine acetylation in the RNA polymerase II C-terminal domain.,"BACKGROUND: RPB1, the largest subunit of RNA polymerase II, contains a highly modifiable C-terminal domain (CTD) that consists of variations of a consensus heptad repeat sequence (Y1S2P3T4S5P6S7). The consensus CTD repeat motif and tandem organization represent the ancestral s...",Melanie Ott,HPMI,,,network_modeling,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong backlog-priority keywords matched,exclude,no clear viral host-mechanism or cross-virus signal in title/abstract,pending,
