source_collection,paper_id,pmid,doi,year,title,center,pi_candidates,cross_virus_relevance,priority,subset_reason,pmcid,pubmed_url,pmc_url,publisher_url,open_access_status,full_text_source,full_text_status,oa_landing_path,oa_pdf_path,manual_download_needed,manual_download_reason
pi-backlog,pmid-34292969,34292969,10.1371/journal.pone.0253594,2021,Ending the HIV epidemic using National HIV Behavioral Surveillance (NHBS): Recommendations based on DC model.,SYBIL,Rafael Medina,unknown,low,"viral context plus mechanism/resource terms: hiv, network",PMC8297872,https://pubmed.ncbi.nlm.nih.gov/34292969/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8297872/,https://doi.org/10.1371/journal.pone.0253594,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34292969.url,papers/fulltext/inventory/oa/pmid-34292969.pdf,no,
pi-backlog,pmid-34225493,34225493,10.1128/mBio.00972-21,2021,Expression of the Ebola Virus VP24 Protein Compromises the Integrity of the Nuclear Envelope and Induces a Laminopathy-Like Cellular Phenotype.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, interactome, interaction",PMC8406168,https://pubmed.ncbi.nlm.nih.gov/34225493/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8406168/,https://doi.org/10.1128/mBio.00972-21,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34225493.url,papers/fulltext/inventory/oa/pmid-34225493.pdf,no,
pi-backlog,pmid-34183386,34183386,10.21873/cgp.20278,2021,Several Fusion Genes Identified in a Spermatic Cord Leiomyoma With Rearrangements of Chromosome Arms 3p and 21q.,CViSB,Kristian Andersen,high,low,explicit cross-virus or shared-host framing in title/abstract,PMC8404732,https://pubmed.ncbi.nlm.nih.gov/34183386/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8404732/,https://doi.org/10.21873/cgp.20278,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34183386.url,papers/fulltext/inventory/oa/pmid-34183386.pdf,no,
pi-backlog,pmid-34129317,34129317,10.1021/acsinfecdis.1c00017,2021,Screening a Library of FDA-Approved and Bioactive Compounds for Antiviral Activity against SARS-CoV-2.,HPMI,Melanie Ott,high,medium,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/34129317/,,https://doi.org/10.1021/acsinfecdis.1c00017,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-34129317.url,papers/fulltext/inventory/oa/pmid-34129317.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-33918000,33918000,10.3390/antibiotics10040404,2021,Mechanistic Fingerprinting Reveals Kinetic Signatures of Resistance to Daptomycin and Host Defense Peptides in Streptococcus mitis-oralis.,UCLA-Persistent-BSI,Michael Yeaman,high,medium,explicit cross-virus or shared-host framing in title/abstract,PMC8068394,https://pubmed.ncbi.nlm.nih.gov/33918000/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8068394/,https://doi.org/10.3390/antibiotics10040404,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33918000.url,papers/fulltext/inventory/oa/pmid-33918000.pdf,no,
pi-backlog,pmid-33730579,33730579,10.1016/j.celrep.2021.108859,2021,A genome-wide CRISPR screen identifies UFMylation and TRAMP-like complexes as host factors required for hepatitis A virus infection.,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, screen",PMC8893346,https://pubmed.ncbi.nlm.nih.gov/33730579/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8893346/,https://doi.org/10.1016/j.celrep.2021.108859,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33730579.url,papers/fulltext/inventory/oa/pmid-33730579.pdf,no,
pi-backlog,pmid-33676971,33676971,10.1053/j.gastro.2021.02.056,2021,Intestinal Host Response to SARS-CoV-2 Infection and COVID-19 Outcomes in Patients With Gastrointestinal Symptoms.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: viral, sars, host response",PMC7931673,https://pubmed.ncbi.nlm.nih.gov/33676971/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7931673/,https://doi.org/10.1053/j.gastro.2021.02.056,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33676971.url,papers/fulltext/inventory/oa/pmid-33676971.pdf,no,
pi-backlog,pmid-33510473,33510473,10.1038/s41564-020-00850-3,2021,Zika virus NS3 protease induces bone morphogenetic protein-dependent brain calcification in human fetuses.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, zika, pathway",PMC8012254,https://pubmed.ncbi.nlm.nih.gov/33510473/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8012254/,https://doi.org/10.1038/s41564-020-00850-3,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33510473.url,papers/fulltext/inventory/oa/pmid-33510473.pdf,no,
pi-backlog,pmid-33417126,33417126,10.1007/s11517-020-02306-6,2021,Biomechanical design prognosis of two extramedullary fixation devices for subtrochanteric femur fracture: a finite element study.,SYBIL,Sumit Chanda,high,medium,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/33417126/,,https://doi.org/10.1007/s11517-020-02306-6,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-33417126.url,papers/fulltext/inventory/oa/pmid-33417126.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-33125654,33125654,10.1007/978-1-0716-0892-0_14,2021,Protein Structure Modeling with MODELLER.,HPMI,Andrej Sali,high,low,explicit cross-virus or shared-host framing in title/abstract,,https://pubmed.ncbi.nlm.nih.gov/33125654/,,https://doi.org/10.1007/978-1-0716-0892-0_14,publisher_or_doi_only,publisher,manual_check_needed,papers/fulltext/inventory/oa/pmid-33125654.url,papers/fulltext/inventory/oa/pmid-33125654.pdf,yes,publisher/DOI link available but OA status not confirmed from current metadata
pi-backlog,pmid-32661015,32661015,10.1101/cshperspect.a038414,2021,Induction and Evasion of Type-I Interferon Responses during Influenza A Virus Infection.,SYBIL,Adolfo Garcia-Sastre,candidate,medium,"viral context plus mechanism/resource terms: virus, viral, influenza, pathway",PMC8485741,https://pubmed.ncbi.nlm.nih.gov/32661015/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8485741/,https://doi.org/10.1101/cshperspect.a038414,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32661015.url,papers/fulltext/inventory/oa/pmid-32661015.pdf,no,
pi-backlog,pmid-32553580,32553580,10.1016/j.semcdb.2020.05.018,2021,An 'Arms Race' between the Nonsense-mediated mRNA Decay Pathway and Viral Infections.,HPMI,Melanie Ott,candidate,medium,"viral context plus mechanism/resource terms: viral, pathway",PMC7295464,https://pubmed.ncbi.nlm.nih.gov/32553580/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7295464/,https://doi.org/10.1016/j.semcdb.2020.05.018,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-32553580.url,papers/fulltext/inventory/oa/pmid-32553580.pdf,no,
hpmi,pmid-34556855,34556855,10.1038/s41564-021-00964-2,2021,Restriction factor compendium for influenza A virus reveals a mechanism for evasion of autophagy.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC9683089,https://pubmed.ncbi.nlm.nih.gov/34556855/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9683089/,https://doi.org/10.1038/s41564-021-00964-2,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34556855.url,papers/fulltext/inventory/oa/pmid-34556855.pdf,no,
hpmi,pmid-34519533,34519533,10.1128/mSystems.00388-21,2021,Target Discovery for Host-Directed Antiviral Therapies: Application of Proteomics Approaches.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8547474,https://pubmed.ncbi.nlm.nih.gov/34519533/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8547474/,https://doi.org/10.1128/mSystems.00388-21,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34519533.url,papers/fulltext/inventory/oa/pmid-34519533.pdf,no,
hpmi,pmid-34389466,34389466,10.1016/j.mcpro.2021.100132,2021,Characterization of an A3G-Vif(HIV-1)-CRL5-CBFβ Structure Using a Cross-linking Mass Spectrometry Pipeline for Integrative Modeling of Host-Pathogen Complexes.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8459920,https://pubmed.ncbi.nlm.nih.gov/34389466/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8459920/,https://doi.org/10.1016/j.mcpro.2021.100132,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34389466.url,papers/fulltext/inventory/oa/pmid-34389466.pdf,no,
hpmi,pmid-34225486,34225486,10.1128/mBio.01871-20,2021,Galectin-8 Senses Phagosomal Damage and Recruits Selective Autophagy Adapter TAX1BP1 To Control Mycobacterium tuberculosis Infection in Macrophages.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8406326,https://pubmed.ncbi.nlm.nih.gov/34225486/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8406326/,https://doi.org/10.1128/mBio.01871-20,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34225486.url,papers/fulltext/inventory/oa/pmid-34225486.pdf,no,
hpmi,pmid-34171302,34171302,10.1016/j.cub.2021.05.067,2021,"An ancient viral epidemic involving host coronavirus interacting genes more than 20,000 years ago in East Asia.",HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8223470,https://pubmed.ncbi.nlm.nih.gov/34171302/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8223470/,https://doi.org/10.1016/j.cub.2021.05.067,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34171302.url,papers/fulltext/inventory/oa/pmid-34171302.pdf,no,
hpmi,pmid-34127972,34127972,10.1101/2021.06.06.446826,2021,Evolution of enhanced innate immune evasion by the SARS-CoV-2 B.1.1.7 UK variant.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8202424,https://pubmed.ncbi.nlm.nih.gov/34127972/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8202424/,https://doi.org/10.1101/2021.06.06.446826,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34127972.url,papers/fulltext/inventory/oa/pmid-34127972.pdf,no,
hpmi,pmid-34031651,34031651,10.21203/rs.3.rs-515215/v1,2021,"CryoEM and AI reveal a structure of SARS-CoV-2 Nsp2, a multifunctional protein involved in key host processes.",HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8142659,https://pubmed.ncbi.nlm.nih.gov/34031651/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8142659/,https://doi.org/10.21203/rs.3.rs-515215/v1,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34031651.url,papers/fulltext/inventory/oa/pmid-34031651.pdf,no,
hpmi,pmid-34013269,34013269,10.1101/2021.05.10.443524,2021,"CryoEM and AI reveal a structure of SARS-CoV-2 Nsp2, a multifunctional protein involved in key host processes.",HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8132225,https://pubmed.ncbi.nlm.nih.gov/34013269/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8132225/,https://doi.org/10.1101/2021.05.10.443524,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34013269.url,papers/fulltext/inventory/oa/pmid-34013269.pdf,no,
hpmi,pmid-33979618,33979618,10.1016/j.celrep.2021.109105,2021,Efficient generation of isogenic primary human myeloid cells using CRISPR-Cas9 ribonucleoproteins.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8188731,https://pubmed.ncbi.nlm.nih.gov/33979618/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8188731/,https://doi.org/10.1016/j.celrep.2021.109105,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33979618.url,papers/fulltext/inventory/oa/pmid-33979618.pdf,no,
hpmi,pmid-33930332,33930332,10.1016/j.molcel.2021.04.008,2021,Functional landscape of SARS-CoV-2 cellular restriction.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8043580,https://pubmed.ncbi.nlm.nih.gov/33930332/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8043580/,https://doi.org/10.1016/j.molcel.2021.04.008,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33930332.url,papers/fulltext/inventory/oa/pmid-33930332.pdf,no,
hpmi,pmid-33501437,33501437,10.1101/2021.01.24.427991,2021,Host-directed therapies against early-lineage SARS-CoV-2 retain efficacy against B.1.1.7 variant.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7836107,https://pubmed.ncbi.nlm.nih.gov/33501437/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7836107/,https://doi.org/10.1101/2021.01.24.427991,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33501437.url,papers/fulltext/inventory/oa/pmid-33501437.pdf,no,
hpmi,pmid-33495306,33495306,10.1126/science.abf4058,2021,Plitidepsin has potent preclinical efficacy against SARS-CoV-2 by targeting the host protein eEF1A.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7963220,https://pubmed.ncbi.nlm.nih.gov/33495306/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7963220/,https://doi.org/10.1126/science.abf4058,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33495306.url,papers/fulltext/inventory/oa/pmid-33495306.pdf,no,
hpmi,pmid-33464917,33464917,10.1021/acs.jproteome.0c00764,2021,Proteomic Approaches to Study SARS-CoV-2 Biology and COVID-19 Pathology.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7839417,https://pubmed.ncbi.nlm.nih.gov/33464917/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7839417/,https://doi.org/10.1021/acs.jproteome.0c00764,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33464917.url,papers/fulltext/inventory/oa/pmid-33464917.pdf,no,
hpmi,pmid-33434350,33434350,10.15252/msb.20188792,2021,Mass spectrometry-based protein-protein interaction networks for the study of human diseases.,HPMI,,candidate,low,candidate relevance plus virus/pathogen/assay support,PMC7803364,https://pubmed.ncbi.nlm.nih.gov/33434350/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7803364/,https://doi.org/10.15252/msb.20188792,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33434350.url,papers/fulltext/inventory/oa/pmid-33434350.pdf,no,
hpmi,pmid-33333024,33333024,10.1016/j.cell.2020.12.004,2021,Genetic Screens Identify Host Factors for SARS-CoV-2 and Common Cold Coronaviruses.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC7723770,https://pubmed.ncbi.nlm.nih.gov/33333024/,https://pmc.ncbi.nlm.nih.gov/articles/PMC7723770/,https://doi.org/10.1016/j.cell.2020.12.004,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33333024.url,papers/fulltext/inventory/oa/pmid-33333024.pdf,no,
hpmi,pmid-33328654,33328654,10.1038/s41589-020-00700-7,2021,Controlling and enhancing CRISPR systems.,HPMI,,candidate,low,candidate relevance plus virus/pathogen/assay support,PMC8101458,https://pubmed.ncbi.nlm.nih.gov/33328654/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8101458/,https://doi.org/10.1038/s41589-020-00700-7,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33328654.url,papers/fulltext/inventory/oa/pmid-33328654.pdf,no,
hpmi,pmid-33082574,33082574,10.1038/s41589-020-00679-1,2021,Bi-paratopic and multivalent VH domains block ACE2 binding and neutralize SARS-CoV-2.,HPMI,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8356808,https://pubmed.ncbi.nlm.nih.gov/33082574/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8356808/,https://doi.org/10.1038/s41589-020-00679-1,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33082574.url,papers/fulltext/inventory/oa/pmid-33082574.pdf,no,
current-program,pmid-34981072,34981072,10.1101/2021.12.24.21268378,2021,Preserved Omicron Spike specific antibody binding and Fc-recognition across COVID-19 vaccine platforms.,SYBIL,Rafael Medina,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8722615,https://pubmed.ncbi.nlm.nih.gov/34981072/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8722615/,https://doi.org/10.1101/2021.12.24.21268378,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34981072.url,papers/fulltext/inventory/oa/pmid-34981072.pdf,no,
current-program,pmid-34981069,34981069,10.1101/2021.12.14.21267606,2021,Context-specific emergence and growth of the SARS-CoV-2 Delta variant.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8722612,https://pubmed.ncbi.nlm.nih.gov/34981069/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8722612/,https://doi.org/10.1101/2021.12.14.21267606,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34981069.url,papers/fulltext/inventory/oa/pmid-34981069.pdf,no,
current-program,pmid-34981043,34981043,10.21203/rs.3.rs-1159614/v1,2021,Context-specific emergence and growth of the SARS-CoV-2 Delta variant.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8722606,https://pubmed.ncbi.nlm.nih.gov/34981043/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8722606/,https://doi.org/10.21203/rs.3.rs-1159614/v1,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34981043.url,papers/fulltext/inventory/oa/pmid-34981043.pdf,no,
current-program,pmid-34835041,34835041,10.3390/v13112235,2021,Epidemiological and Immunological Features of Obesity and SARS-CoV-2.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8624148,https://pubmed.ncbi.nlm.nih.gov/34835041/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8624148/,https://doi.org/10.3390/v13112235,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34835041.url,papers/fulltext/inventory/oa/pmid-34835041.pdf,no,
current-program,pmid-34812429,34812429,10.1016/j.medj.2021.11.004,2021,Reduced antibody activity against SARS-CoV-2 B.1.617.2 delta virus in serum of mRNA-vaccinated individuals receiving tumor necrosis factor-α inhibitors.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8599018,https://pubmed.ncbi.nlm.nih.gov/34812429/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8599018/,https://doi.org/10.1016/j.medj.2021.11.004,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34812429.url,papers/fulltext/inventory/oa/pmid-34812429.pdf,no,
current-program,pmid-34729568,34729568,10.1101/2021.10.23.21265402,2021,Severity of Illness Caused by Severe Acute Respiratory Syndrome Coronavirus 2 Variants of Concern in Children: A Single-Center Retrospective Cohort Study.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8562552,https://pubmed.ncbi.nlm.nih.gov/34729568/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8562552/,https://doi.org/10.1101/2021.10.23.21265402,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34729568.url,papers/fulltext/inventory/oa/pmid-34729568.pdf,no,
current-program,pmid-34664987,34664987,10.1126/scitranslmed.abi7428,2021,Maternal SARS-CoV-2 infection elicits sexually dimorphic placental immune responses.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8784281,https://pubmed.ncbi.nlm.nih.gov/34664987/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8784281/,https://doi.org/10.1126/scitranslmed.abi7428,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34664987.url,papers/fulltext/inventory/oa/pmid-34664987.pdf,no,
current-program,pmid-34652962,34652962,10.1126/sciimmunol.abj2901,2021,Early cross-coronavirus reactive signatures of humoral immunity against COVID-19.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8943686,https://pubmed.ncbi.nlm.nih.gov/34652962/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8943686/,https://doi.org/10.1126/sciimmunol.abj2901,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34652962.url,papers/fulltext/inventory/oa/pmid-34652962.pdf,no,
current-program,pmid-34578352,34578352,10.3390/v13091771,2021,Zika Virus Non-Structural Protein 1 Antigen-Capture Immunoassay.,CViSB,Kristian Andersen;Robert Garry,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8473068,https://pubmed.ncbi.nlm.nih.gov/34578352/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8473068/,https://doi.org/10.3390/v13091771,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34578352.url,papers/fulltext/inventory/oa/pmid-34578352.pdf,no,
current-program,pmid-34494026,34494026,10.1101/2021.08.31.458247,2021,Subtle immunological differences in mRNA-1273 and BNT162b2 COVID-19 vaccine induced Fc-functional profiles.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8423223,https://pubmed.ncbi.nlm.nih.gov/34494026/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8423223/,https://doi.org/10.1101/2021.08.31.458247,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34494026.url,papers/fulltext/inventory/oa/pmid-34494026.pdf,no,
current-program,pmid-34416262,34416262,10.1016/j.jpeds.2021.08.017,2021,Screening Students and Staff for Asymptomatic Coronavirus Disease 2019 in Chicago Schools.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8372436,https://pubmed.ncbi.nlm.nih.gov/34416262/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8372436/,https://doi.org/10.1016/j.jpeds.2021.08.017,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34416262.url,papers/fulltext/inventory/oa/pmid-34416262.pdf,no,
current-program,pmid-34304580,34304580,10.1161/HYPERTENSIONAHA.120.16667,2021,Comparative First-Line Effectiveness and Safety of ACE (Angiotensin-Converting Enzyme) Inhibitors and Angiotensin Receptor Blockers: A Multinational Cohort Study.,,,high,low,explicit cross-virus/shared-host signal,PMC8363588,https://pubmed.ncbi.nlm.nih.gov/34304580/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8363588/,https://doi.org/10.1161/HYPERTENSIONAHA.120.16667,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34304580.url,papers/fulltext/inventory/oa/pmid-34304580.pdf,no,
current-program,pmid-34201591,34201591,10.3390/v13071202,2021,Successful Clearance of 300 Day SARS-CoV-2 Infection in a Subject with B-Cell Depletion Associated Prolonged (B-DEAP) COVID by REGEN-COV Anti-Spike Monoclonal Antibody Cocktail.,CViSB,Kristian Andersen;Robert Garry,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8310246,https://pubmed.ncbi.nlm.nih.gov/34201591/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8310246/,https://doi.org/10.3390/v13071202,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34201591.url,papers/fulltext/inventory/oa/pmid-34201591.pdf,no,
current-program,pmid-34192736,34192736,10.1038/s41586-021-03754-2,2021,Untangling introductions and persistence in COVID-19 resurgence in Europe.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8324533,https://pubmed.ncbi.nlm.nih.gov/34192736/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8324533/,https://doi.org/10.1038/s41586-021-03754-2,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34192736.url,papers/fulltext/inventory/oa/pmid-34192736.pdf,no,
current-program,pmid-34031078,34031078,10.1136/bcr-2020-241327,2021,First report of Pseudomonas nitroreducens cultured from the lungs of a patient with pneumonia.,SCRIPT,Richard Wunderink;Alan Hauser,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8154954,https://pubmed.ncbi.nlm.nih.gov/34031078/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8154954/,https://doi.org/10.1136/bcr-2020-241327,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34031078.url,papers/fulltext/inventory/oa/pmid-34031078.pdf,no,
current-program,pmid-34013263,34013263,10.1101/2021.05.11.443609,2021,Early cross-coronavirus reactive signatures of protective humoral immunity against COVID-19.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8132219,https://pubmed.ncbi.nlm.nih.gov/34013263/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8132219/,https://doi.org/10.1101/2021.05.11.443609,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-34013263.url,papers/fulltext/inventory/oa/pmid-34013263.pdf,no,
current-program,pmid-33929301,33929301,10.1164/rccm.202102-0498ST,2021,Nucleic Acid-based Testing for Noninfluenza Viral Pathogens in Adults with Suspected Community-acquired Pneumonia. An Official American Thoracic Society Clinical Practice Guideline.,SCRIPT,Richard Wunderink,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8314899,https://pubmed.ncbi.nlm.nih.gov/33929301/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8314899/,https://doi.org/10.1164/rccm.202102-0498ST,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33929301.url,papers/fulltext/inventory/oa/pmid-33929301.pdf,no,
current-program,pmid-33905777,33905777,10.1016/j.humpath.2021.04.010,2021,Comprehensive evaluation of bronchoalveolar lavage from patients with severe COVID-19 and correlation with clinical outcomes.,SCRIPT,Richard Wunderink,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8159767,https://pubmed.ncbi.nlm.nih.gov/33905777/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8159767/,https://doi.org/10.1016/j.humpath.2021.04.010,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33905777.url,papers/fulltext/inventory/oa/pmid-33905777.pdf,no,
current-program,pmid-33880483,33880483,10.1101/2021.04.09.21255206,2021,Coincident rapid expansion of two SARS-CoV-2 lineages with enhanced infectivity in Nigeria.,,,candidate,medium,candidate relevance plus virus/pathogen/assay support,PMC8057251,https://pubmed.ncbi.nlm.nih.gov/33880483/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8057251/,https://doi.org/10.1101/2021.04.09.21255206,pmc_open_access,pmc,oa_pdf_downloaded,papers/fulltext/inventory/oa/pmid-33880483.url,papers/fulltext/inventory/oa/pmid-33880483.pdf,no,
