paper_id,title,pmid,doi,center,year,paper_status,abstract_length,dataset_scan_status,resource_scan_status
pmid-35215114,Enterotoxigenic Escherichia coli Heat-Stable Toxin and Ebola Virus Delta Peptide: Similarities and Differences.,35215114,10.3390/pathogens11020170,,2022,metadata_ingested,374,pending,pending
pmid-35213690,Trends in Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Seroprevalence in Massachusetts Estimated from Newborn Screening Specimens.,35213690,10.1093/cid/ciac158,,2022,metadata_ingested,1886,pending,pending
pmid-35202558,Lung Injury Induces Alveolar Type 2 Cell Hypertrophy and Polyploidy with Implications for Repair and Regeneration.,35202558,10.1165/rcmb.2021-0356OC,,2022,metadata_ingested,1017,pending,pending
pmid-35198645,Assessment of Virological Contributions to COVID-19 Outcomes in a Longitudinal Cohort of Hospitalized Adults.,35198645,10.1093/ofid/ofac027,,2022,metadata_ingested,1674,pending,pending
pmid-35194616,Durability and cross-reactivity of SARS-CoV-2 mRNA vaccine in adolescent children.,35194616,10.1101/2022.01.05.22268617,,2022,metadata_ingested,1187,pending,pending
pmid-35170002,Methicillin-Resistant Staphylococcus aureus Hospital-Acquired Pneumonia/Ventilator-Associated Pneumonia.,35170002,10.1055/s-0041-1740583,,2022,metadata_ingested,1574,pending,pending
pmid-35143473,SARS-CoV-2 antibodies protect against reinfection for at least 6 months in a multicentre seroepidemiological workplace cohort.,35143473,10.1371/journal.pbio.3001531,,2022,metadata_ingested,1175,pending,pending
pmid-35132411,"Outbreak.info Research Library: A standardized, searchable platform to discover and explore COVID-19 resources.",35132411,10.1101/2022.01.20.477133,,2022,metadata_ingested,1067,pending,pending
pmid-35129576,Durability of Anti-Spike Antibodies in Infants After Maternal COVID-19 Vaccination or Natural Infection.,35129576,10.1001/jama.2022.1206,,2022,metadata_ingested,151,pending,pending
pmid-35115515,Multiple expansions of globally uncommon SARS-CoV-2 lineages in Nigeria.,35115515,10.1038/s41467-022-28317-5,,2022,metadata_ingested,1048,pending,pending
pmid-35090580,mRNA-1273 vaccine-induced antibodies maintain Fc effector functions across SARS-CoV-2 variants of concern.,35090580,10.1016/j.immuni.2022.01.001,,2022,metadata_ingested,1188,pending,pending
pmid-35085383,Clinical Characteristics and Outcomes of Patients With COVID-19-Associated Acute Respiratory Distress Syndrome Who Underwent Lung Transplant.,35085383,10.1001/jama.2022.0204,,2022,metadata_ingested,3072,pending,pending
pmid-35085382,Proactive vs Reactive Machine Learning in Health Care: Lessons From the COVID-19 Pandemic.,35085382,10.1001/jama.2021.24935,,2022,metadata_ingested,0,pending,pending
pmid-35075456,Selection analysis identifies unusual clustered mutational changes in Omicron lineage BA.1 that likely impact Spike function.,35075456,10.1101/2022.01.14.476382,,2022,metadata_ingested,1412,pending,pending
pmid-35073738,Serological Markers of SARS-CoV-2 Reinfection.,35073738,10.1128/mbio.02141-21,,2022,metadata_ingested,3072,pending,pending
pmid-35058620,Clinical trial design during and beyond the pandemic: the I-SPY COVID trial.,35058620,10.1038/s41591-021-01617-x,,2022,metadata_ingested,0,pending,pending
pmid-35040956,From viral evolution to spatial contagion: a biologically modulated Hawkes model.,35040956,10.1093/bioinformatics/btac027,,2022,metadata_ingested,1114,pending,pending
pmid-35022730,"Clinical and microbiological outcomes, by causative pathogen, in the ASPECT-NP randomized, controlled, Phase 3 trial comparing ceftolozane/tazobactam and meropenem for treatment of hospital-acquired/ventilator-associated bacterial pneumonia.",35022730,10.1093/jac/dkab494,,2022,metadata_ingested,2072,pending,pending
pmid-35022248,Identification of human gene research articles with wrongly identified nucleotide sequences.,35022248,10.26508/lsa.202101203,,2022,metadata_ingested,1295,pending,pending
pmid-35018376,Comprehensive antibody profiling of mRNA vaccination in children.,35018376,10.1101/2021.10.07.463592,,2022,metadata_ingested,1711,pending,pending
pmid-34990452,The characteristics of early-stage research into human genes are substantially different from subsequent research.,34990452,10.1371/journal.pbio.3001520,,2022,metadata_ingested,1158,pending,pending
pmid-34986351,Ebola virus delta peptide is an enterotoxin.,34986351,10.1016/j.celrep.2021.110172,,2022,metadata_ingested,1084,pending,pending
pmid-34951645,Phylogeography Reveals Association between Swine Trade and the Spread of Porcine Epidemic Diarrhea Virus in China and across the World.,34951645,10.1093/molbev/msab364,,2022,metadata_ingested,1597,pending,pending
pmid-34937051,Local and systemic responses to SARS-CoV-2 infection in children and adults.,34937051,10.1038/s41586-021-04345-x,,2022,metadata_ingested,1417,pending,pending
pmid-34931078,Role of the T cell vitamin D receptor in severe COVID-19.,34931078,10.1038/s41590-021-01098-7,,2022,metadata_ingested,0,pending,pending
pmid-34871701,Kidney Recovery and Death in Critically Ill Patients With COVID-19-Associated Acute Kidney Injury Treated With Dialysis: The STOP-COVID Cohort Study.,34871701,10.1053/j.ajkd.2021.11.004,,2022,metadata_ingested,2579,pending,pending
pmid-34841975,Combining cox regressions across a heterogeneous distributed research network facing small and zero counts.,34841975,10.1177/09622802211060518,,2022,metadata_ingested,1403,pending,pending
pmid-34811567,"Safety and efficacy of multipotent adult progenitor cells in acute respiratory distress syndrome (MUST-ARDS): a multicentre, randomised, double-blind, placebo-controlled phase 1/2 trial.",34811567,10.1007/s00134-021-06570-4,,2022,metadata_ingested,1691,pending,pending
pmid-34731594,Age-related Differences in the Nasal Mucosal Immune Response to SARS-CoV-2.,34731594,10.1165/rcmb.2021-0292OC,,2022,metadata_ingested,1604,pending,pending
pmid-34694655,Outcomes after extracorporeal membrane oxygenation support in COVID-19 and non-COVID-19 patients.,34694655,10.1111/aor.14090,,2022,metadata_ingested,1658,pending,pending
pmid-34668007,Aminoglycoside-resistance gene signatures are predictive of aminoglycoside MICs for carbapenem-resistant Klebsiella pneumoniae.,34668007,10.1093/jac/dkab381,,2022,metadata_ingested,1983,pending,pending
pmid-34462589,Mapping single-cell data to reference atlases by transfer learning.,34462589,10.1038/s41587-021-01001-7,,2022,metadata_ingested,1305,pending,pending
pmid-34387183,Decreasing incidence of Acinetobacter baumannii pneumonia and trends in antibiotic consumption: A single-center retrospective observational study.,34387183,10.1017/ice.2021.348,,2022,metadata_ingested,1798,pending,pending
pmid-35983577,Scalable Algorithms for Large Competing Risks Data.,35983577,10.1080/10618600.2020.1841650,,2021,metadata_ingested,1567,pending,pending
pmid-34981072,Preserved Omicron Spike specific antibody binding and Fc-recognition across COVID-19 vaccine platforms.,34981072,10.1101/2021.12.24.21268378,,2021,metadata_ingested,1661,pending,pending
pmid-34981069,Context-specific emergence and growth of the SARS-CoV-2 Delta variant.,34981069,10.1101/2021.12.14.21267606,,2021,metadata_ingested,1899,pending,pending
pmid-34981043,Context-specific emergence and growth of the SARS-CoV-2 Delta variant.,34981043,10.21203/rs.3.rs-1159614/v1,,2021,metadata_ingested,1891,pending,pending
pmid-34911696,Recovering from a pandemic: pulmonary fibrosis after SARS-CoV-2 infection.,34911696,10.1183/16000617.0194-2021,,2021,metadata_ingested,1552,pending,pending
pmid-34893512,Toward a Paradigm to Distinguish Distinct Functions of FOXP3(+) Regulatory T Cells.,34893512,10.4049/immunohorizons.2100046,,2021,metadata_ingested,975,pending,pending
pmid-34835131,Cross-Reactive Antibodies to SARS-CoV-2 and MERS-CoV in Pre-COVID-19 Blood Samples from Sierra Leoneans.,34835131,10.3390/v13112325,,2021,metadata_ingested,1490,pending,pending
pmid-34835041,Epidemiological and Immunological Features of Obesity and SARS-CoV-2.,34835041,10.3390/v13112235,,2021,metadata_ingested,1001,pending,pending
pmid-34824251,Functional convalescent plasma antibodies and pre-infusion titers shape the early severe COVID-19 immune response.,34824251,10.1038/s41467-021-27201-y,,2021,metadata_ingested,1166,pending,pending
pmid-34812429,Reduced antibody activity against SARS-CoV-2 B.1.617.2 delta virus in serum of mRNA-vaccinated individuals receiving tumor necrosis factor-α inhibitors.,34812429,10.1016/j.medj.2021.11.004,,2021,metadata_ingested,1677,pending,pending
pmid-34739850,Selective functional antibody transfer into the breastmilk after SARS-CoV-2 infection.,34739850,10.1016/j.celrep.2021.109959,,2021,metadata_ingested,1245,pending,pending
pmid-34729568,Severity of Illness Caused by Severe Acute Respiratory Syndrome Coronavirus 2 Variants of Concern in Children: A Single-Center Retrospective Cohort Study.,34729568,10.1101/2021.10.23.21265402,,2021,metadata_ingested,2442,pending,pending
pmid-34664987,Maternal SARS-CoV-2 infection elicits sexually dimorphic placental immune responses.,34664987,10.1126/scitranslmed.abi7428,,2021,metadata_ingested,1383,pending,pending
pmid-34664972,"COVID-19 mRNA vaccines drive differential antibody Fc-functional profiles in pregnant, lactating, and nonpregnant women.",34664972,10.1126/scitranslmed.abi8631,,2021,metadata_ingested,1630,pending,pending
pmid-34652962,Early cross-coronavirus reactive signatures of humoral immunity against COVID-19.,34652962,10.1126/sciimmunol.abj2901,,2021,metadata_ingested,1113,pending,pending
pmid-34615350,Biological Mitigation of Antibiotic Resistance Gene Dissemination by Antioxidant-Producing Microorganisms in Activated Sludge Systems.,34615350,10.1021/acs.est.1c04641,,2021,metadata_ingested,1653,pending,pending
pmid-34578352,Zika Virus Non-Structural Protein 1 Antigen-Capture Immunoassay.,34578352,10.3390/v13091771,,2021,metadata_ingested,1487,pending,pending
pmid-34519526,Genomic Features Associated with the Degree of Phenotypic Resistance to Carbapenems in Carbapenem-Resistant Klebsiella pneumoniae.,34519526,10.1128/mSystems.00194-21,,2021,metadata_ingested,2650,pending,pending
pmid-34508652,Emergence of an early SARS-CoV-2 epidemic in the United States.,34508652,10.1016/j.cell.2021.07.030,,2021,metadata_ingested,970,pending,pending
pmid-34494026,Subtle immunological differences in mRNA-1273 and BNT162b2 COVID-19 vaccine induced Fc-functional profiles.,34494026,10.1101/2021.08.31.458247,,2021,metadata_ingested,1335,pending,pending
pmid-34485950,Fab and Fc contribute to maximal protection against SARS-CoV-2 following NVX-CoV2373 subunit vaccine with Matrix-M vaccination.,34485950,10.1016/j.xcrm.2021.100405,,2021,metadata_ingested,1137,pending,pending
pmid-34480864,The origins of SARS-CoV-2: A critical review.,34480864,10.1016/j.cell.2021.08.017,,2021,metadata_ingested,491,pending,pending
pmid-34462754,Global disparities in SARS-CoV-2 genomic surveillance.,34462754,10.1101/2021.08.21.21262393,,2021,metadata_ingested,818,pending,pending
pmid-34446078,Technology dictates algorithms: recent developments in read alignment.,34446078,10.1186/s13059-021-02443-7,,2021,metadata_ingested,684,pending,pending
pmid-34416262,Screening Students and Staff for Asymptomatic Coronavirus Disease 2019 in Chicago Schools.,34416262,10.1016/j.jpeds.2021.08.017,,2021,metadata_ingested,1824,pending,pending
pmid-34409924,Bacterial Superinfection Pneumonia in Patients Mechanically Ventilated for COVID-19 Pneumonia.,34409924,10.1164/rccm.202106-1354OC,,2021,metadata_ingested,1913,pending,pending
pmid-34383901,Intrapulmonary pharmacokinetic profile of cefiderocol in mechanically ventilated patients with pneumonia.,34383901,10.1093/jac/dkab280,,2021,metadata_ingested,1570,pending,pending
pmid-34380538,"Ceftolozane/tazobactam versus meropenem in patients with ventilated hospital-acquired bacterial pneumonia: subset analysis of the ASPECT-NP randomized, controlled phase 3 trial.",34380538,10.1186/s13054-021-03694-3,,2021,metadata_ingested,2757,pending,pending
pmid-34354329,Scalable Bayesian inference for self-excitatory stochastic processes applied to big American gunfire data.,34354329,10.1007/s11222-020-09980-4,,2021,metadata_ingested,1249,pending,pending
pmid-34304580,Comparative First-Line Effectiveness and Safety of ACE (Angiotensin-Converting Enzyme) Inhibitors and Angiotensin Receptor Blockers: A Multinational Cohort Study.,34304580,10.1161/HYPERTENSIONAHA.120.16667,,2021,metadata_ingested,19,pending,pending
pmid-34263736,Distinctive features of severe SARS-CoV-2 pneumonia.,34263736,10.1172/JCI149412,,2021,metadata_ingested,1297,pending,pending
pmid-34261800,Ebola vaccine-induced protection in nonhuman primates correlates with antibody specificity and Fc-mediated effects.,34261800,10.1126/scitranslmed.abg6128,,2021,metadata_ingested,1677,pending,pending
pmid-34260615,"Health seeking behavior after the 2013-16 Ebola epidemic: Lassa fever as a metric of persistent changes in Kenema District, Sierra Leone.",34260615,10.1371/journal.pntd.0009576,,2021,metadata_ingested,2320,pending,pending
pmid-34201591,Successful Clearance of 300 Day SARS-CoV-2 Infection in a Subject with B-Cell Depletion Associated Prolonged (B-DEAP) COVID by REGEN-COV Anti-Spike Monoclonal Antibody Cocktail.,34201591,10.3390/v13071202,,2021,metadata_ingested,1458,pending,pending
pmid-34192736,Untangling introductions and persistence in COVID-19 resurgence in Europe.,34192736,10.1038/s41586-021-03754-2,,2021,metadata_ingested,1315,pending,pending
pmid-34184912,Mosaic Ends Tagmentation (METa) Assembly for Highly Efficient Construction of Functional Metagenomic Libraries.,34184912,10.1128/mSystems.00524-21,,2021,metadata_ingested,2807,pending,pending
pmid-34152820,Generating Genotype-Specific Aminoglycoside Combinations with Ceftazidime/Avibactam for KPC-Producing Klebsiella pneumoniae.,34152820,10.1128/AAC.00692-21,,2021,metadata_ingested,1888,pending,pending
pmid-34079946,"Timing of Intubation in Coronavirus Disease 2019: A Study of Ventilator Mechanics, Imaging, Findings, and Outcomes.",34079946,10.1097/CCE.0000000000000415,,2021,metadata_ingested,2055,pending,pending
pmid-34031078,First report of Pseudomonas nitroreducens cultured from the lungs of a patient with pneumonia.,34031078,10.1136/bcr-2020-241327,,2021,metadata_ingested,500,pending,pending
pmid-34013263,Early cross-coronavirus reactive signatures of protective humoral immunity against COVID-19.,34013263,10.1101/2021.05.11.443609,,2021,metadata_ingested,1068,pending,pending
pmid-33982098,Expanded Analysis of 20 Pneumococcal Serotypes Associated With Radiographically Confirmed Community-acquired Pneumonia in Hospitalized US Adults.,33982098,10.1093/cid/ciab375,,2021,metadata_ingested,1818,pending,pending
pmid-33972447,Resetting proteostasis with ISRIB promotes epithelial differentiation to attenuate pulmonary fibrosis.,33972447,10.1073/pnas.2101100118,,2021,metadata_ingested,987,pending,pending
pmid-33929301,Nucleic Acid-based Testing for Noninfluenza Viral Pathogens in Adults with Suspected Community-acquired Pneumonia. An Official American Thoracic Society Clinical Practice Guideline.,33929301,10.1164/rccm.202102-0498ST,,2021,metadata_ingested,1583,pending,pending
pmid-33905777,Comprehensive evaluation of bronchoalveolar lavage from patients with severe COVID-19 and correlation with clinical outcomes.,33905777,10.1016/j.humpath.2021.04.010,,2021,metadata_ingested,1831,pending,pending
pmid-33880483,Coincident rapid expansion of two SARS-CoV-2 lineages with enhanced infectivity in Nigeria.,33880483,10.1101/2021.04.09.21255206,,2021,metadata_ingested,1555,pending,pending
pmid-33875439,Characterizing Risk Factors for Clostridioides difficile Infection among Hospitalized Patients with Community-Acquired Pneumonia.,33875439,10.1128/AAC.00417-21,,2021,metadata_ingested,1888,pending,pending
pmid-33861950,Emergence and rapid transmission of SARS-CoV-2 B.1.1.7 in the United States.,33861950,10.1016/j.cell.2021.03.052,,2021,metadata_ingested,869,pending,pending
pmid-33853970,"Genomics and epidemiology of the P.1 SARS-CoV-2 lineage in Manaus, Brazil.",33853970,10.1126/science.abh2644,,2021,metadata_ingested,1141,pending,pending
pmid-33852858,Cellular mRNA triggers structural transformation of Ebola virus matrix protein VP40 to its essential regulatory form.,33852858,10.1016/j.celrep.2021.108986,,2021,metadata_ingested,1023,pending,pending
pmid-33852832,A Fc engineering approach to define functional humoral correlates of immunity against Ebola virus.,33852832,10.1016/j.immuni.2021.03.009,,2021,metadata_ingested,1251,pending,pending
pmid-33846610,"Integration of genomic sequencing into the response to the Ebola virus outbreak in Nord Kivu, Democratic Republic of the Congo.",33846610,10.1038/s41591-021-01302-z,,2021,metadata_ingested,1140,pending,pending
pmid-33836121,Bayesian Phylogeographic Analysis Incorporating Predictors and Individual Travel Histories in BEAST.,33836121,10.1002/cpz1.98,,2021,metadata_ingested,1605,pending,pending
pmid-33835905,Update in COVID-19 2020.,33835905,10.1164/rccm.202102-0415UP,,2021,metadata_ingested,0,pending,pending
pmid-33811829,Early outcomes after lung transplantation for severe COVID-19: a series of the first consecutive cases from four countries.,33811829,10.1016/S2213-2600(21)00077-1,,2021,metadata_ingested,2455,pending,pending
pmid-33789012,Ebola Virus Transmission Initiated by Relapse of Systemic Ebola Virus Disease.,33789012,10.1056/NEJMoa2024670,,2021,metadata_ingested,766,pending,pending
pmid-33780443,Pandemic velocity: Forecasting COVID-19 in the US with a machine learning & Bayesian time series compartmental model.,33780443,10.1371/journal.pcbi.1008837,,2021,metadata_ingested,1578,pending,pending
pmid-33775692,Coronavirus disease 2019 vaccine response in pregnant and lactating women: a cohort study.,33775692,10.1016/j.ajog.2021.03.023,,2021,metadata_ingested,2940,pending,pending
pmid-33758875,Functional Antibodies in COVID-19 Convalescent Plasma.,33758875,10.1101/2021.03.08.21253157,,2021,metadata_ingested,1916,pending,pending
pmid-33747038,Toward Accurate and Robust Environmental Surveillance Using Metagenomics.,33747038,10.3389/fgene.2021.600111,,2021,metadata_ingested,1176,pending,pending
pmid-33727399,"EMPress Enables Tree-Guided, Interactive, and Exploratory Analyses of Multi-omic Data Sets.",33727399,10.1128/mSystems.01216-20,,2021,metadata_ingested,1133,pending,pending
pmid-33720350,"A Phase 3, Randomized, Double-Blind Study Comparing Tedizolid Phosphate and Linezolid for Treatment of Ventilated Gram-Positive Hospital-Acquired or Ventilator-Associated Bacterial Pneumonia.",33720350,10.1093/cid/ciab032,,2021,metadata_ingested,1945,pending,pending
pmid-33688664,"Genomics and epidemiology of a novel SARS-CoV-2 lineage in Manaus, Brazil.",33688664,10.1101/2021.02.26.21252554,,2021,metadata_ingested,1041,pending,pending
pmid-33655275,Outcomes of Percutaneous Tracheostomy for Patients with SARS-CoV-2 Respiratory Failure.,33655275,10.1101/2021.02.23.21252231,,2021,metadata_ingested,1824,pending,pending
pmid-33654293,Single-cell meta-analysis of SARS-CoV-2 entry genes across tissues and demographics.,33654293,10.1038/s41591-020-01227-z,,2021,metadata_ingested,1515,pending,pending
pmid-33619473,Collaboration between the Fab and Fc contribute to maximal protection against SARS-CoV-2 following NVX-CoV2373 subunit vaccine with Matrix-M™ vaccination.,33619473,10.21203/rs.3.rs-200342/v1,,2021,metadata_ingested,1527,pending,pending
pmid-33600379,Aging imparts cell-autonomous dysfunction to regulatory T cells during recovery from influenza pneumonia.,33600379,10.1172/jci.insight.141690,,2021,metadata_ingested,979,pending,pending
pmid-33594355,SARS-CoV-2 European resurgence foretold: interplay of introductions and persistence by leveraging genomic and mobility data.,33594355,10.21203/rs.3.rs-208849/v1,,2021,metadata_ingested,1307,pending,pending
pmid-33589825,Humoral signatures of protective and pathological SARS-CoV-2 infection in children.,33589825,10.1038/s41591-021-01263-3,,2021,metadata_ingested,1319,pending,pending
pmid-33589636,Discrete SARS-CoV-2 antibody titers track with functional humoral stability.,33589636,10.1038/s41467-021-21336-8,,2021,metadata_ingested,1480,pending,pending
pmid-33586677,The lung microenvironment shapes a dysfunctional response of alveolar macrophages in aging.,33586677,10.1172/JCI140299,,2021,metadata_ingested,1022,pending,pending
pmid-33564781,Emergence of an early SARS-CoV-2 epidemic in the United States.,33564781,10.1101/2021.02.05.21251235,,2021,metadata_ingested,1284,pending,pending
pmid-33564780,Genomic epidemiology identifies emergence and rapid transmission of SARS-CoV-2 B.1.1.7 in the United States.,33564780,10.1101/2021.02.06.21251159,,2021,metadata_ingested,1425,pending,pending
pmid-33564763,Collaboration between the Fab and Fc contribute to maximal protection against SARS-CoV-2 in nonhuman primates following NVX-CoV2373 subunit vaccine with Matrix-M™ vaccination.,33564763,10.1101/2021.02.05.429759,,2021,metadata_ingested,2040,pending,pending
pmid-33532801,Immune response to SARS-CoV-2 in the nasal mucosa in children and adults.,33532801,10.1101/2021.01.26.21250269,,2021,metadata_ingested,1573,pending,pending
pmid-33528560,"Relax, Keep Walking - A Practical Guide to Continuous Phylogeographic Inference with BEAST.",33528560,10.1093/molbev/msab031,,2021,metadata_ingested,590,pending,pending
pmid-33523968,Critical role of synovial tissue-resident macrophage niche in joint homeostasis and suppression of chronic inflammation.,33523968,10.1126/sciadv.abd0515,,2021,metadata_ingested,1184,pending,pending
pmid-33517926,Association between a rapid diagnostic test to detect methicillin-resistant Staphylococcus Aureus pneumonia and decreased vancomycin use in a medical intensive care unit over a 30-month period.,33517926,10.1017/ice.2020.1406,,2021,metadata_ingested,294,pending,pending
pmid-33483311,Triclosan Tolerance Is Driven by a Conserved Mechanism in Diverse Pseudomonas Species.,33483311,10.1128/AEM.02924-20,,2021,metadata_ingested,2725,pending,pending
pmid-33478576,Whole microbial community viability is not quantitatively reflected by propidium monoazide sequencing approach.,33478576,10.1186/s40168-020-00961-3,,2021,metadata_ingested,2155,pending,pending
pmid-33476549,Compromised SARS-CoV-2-specific placental antibody transfer.,33476549,10.1016/j.cell.2020.12.027,,2021,metadata_ingested,1214,pending,pending
pmid-33469593,Bacterial superinfection pneumonia in SARS-CoV-2 respiratory failure.,33469593,10.1101/2021.01.12.20248588,,2021,metadata_ingested,1908,pending,pending
pmid-33455849,Forest and Trees: Exploring Bacterial Virulence with Genome-wide Association Studies and Machine Learning.,33455849,10.1016/j.tim.2020.12.002,,2021,metadata_ingested,753,pending,pending
pmid-33448892,Bronchoscopy on Intubated Patients with COVID-19 Is Associated with Low Infectious Risk to Operators.,33448892,10.1513/AnnalsATS.202009-1225RL,,2021,metadata_ingested,0,pending,pending
pmid-33429418,Circuits between infected macrophages and T cells in SARS-CoV-2 pneumonia.,33429418,10.1038/s41586-020-03148-w,,2021,metadata_ingested,1597,pending,pending
pmid-33427208,Dissecting strategies to tune the therapeutic potential of SARS-CoV-2-specific monoclonal antibody CR3022.,33427208,10.1172/jci.insight.143129,,2021,metadata_ingested,1146,pending,pending
pmid-33411796,Transcriptional profiling of pediatric cholestatic livers identifies three distinct macrophage populations.,33411796,10.1371/journal.pone.0244743,,2021,metadata_ingested,2259,pending,pending
pmid-33328178,Multicenter Evaluation of the Unyvero Platform for Testing Bronchoalveolar Lavage Fluid.,33328178,10.1128/JCM.02497-20,,2021,metadata_ingested,1570,pending,pending
pmid-33326561,Optimizing aminoglycoside selection for KPC-producing Klebsiella pneumoniae with the aminoglycoside-modifying enzyme (AME) gene aac(6')-Ib.,33326561,10.1093/jac/dkaa480,,2021,metadata_ingested,1644,pending,pending
pmid-33168615,Pharmacokinetic and Pharmacodynamic Profiling of Minocycline for Injection following a Single Infusion in Critically Ill Adults in a Phase IV Open-Label Multicenter Study (ACUMIN).,33168615,10.1128/AAC.01809-20,,2021,metadata_ingested,1754,pending,pending
pmid-33125256,Comparing Nasopharyngeal and BAL SARS-CoV-2 Assays in Respiratory Failure.,33125256,10.1164/rccm.202008-3137LE,,2021,metadata_ingested,0,pending,pending
pmid-32785589,"A Randomized, Double-blind, Multicenter Trial Comparing Efficacy and Safety of Imipenem/Cilastatin/Relebactam Versus Piperacillin/Tazobactam in Adults With Hospital-acquired or Ventilator-associated Bacterial Pneumonia (RESTORE-IMI 2 Study).",32785589,10.1093/cid/ciaa803,,2021,metadata_ingested,2222,pending,pending
pmid-32687171,Relaxed Random Walks at Scale.,32687171,10.1093/sysbio/syaa056,,2021,metadata_ingested,1470,pending,pending
pmid-32415977,Markov-Modulated Continuous-Time Markov Chains to Identify Site- and Branch-Specific Evolutionary Variation in BEAST.,32415977,10.1093/sysbio/syaa037,,2021,metadata_ingested,1838,pending,pending
pmid-34013276,Alveolitis in severe SARS-CoV-2 pneumonia is driven by self-sustaining circuits between infected alveolar macrophages and T cells.,34013276,10.1101/2020.08.05.238188,,2020,metadata_ingested,1712,pending,pending
pmid-33257409,Lung transplantation for patients with severe COVID-19.,33257409,10.1126/scitranslmed.abe4282,,2020,metadata_ingested,1781,pending,pending
pmid-33243278,Elevated L-threonine is a biomarker for Lassa fever and Ebola.,33243278,10.1186/s12985-020-01459-y,,2020,metadata_ingested,1167,pending,pending
pmid-33231169,COVID-19 research risks ignoring important host genes due to pre-established research patterns.,33231169,10.7554/eLife.61981,,2020,metadata_ingested,846,pending,pending
pmid-33207184,Compromised Humoral Functional Evolution Tracks with SARS-CoV-2 Mortality.,33207184,10.1016/j.cell.2020.10.052,,2020,metadata_ingested,1093,pending,pending
pmid-33200139,Epidemiological and immunological features of obesity and SARS-CoV-2.,33200139,10.1101/2020.11.11.20229724,,2020,metadata_ingested,1021,pending,pending
pmid-33171099,Quick COVID-19 Healers Sustain Anti-SARS-CoV-2 Antibody Production.,33171099,10.1016/j.cell.2020.10.051,,2020,metadata_ingested,1163,pending,pending
pmid-33159066,Epidemiological hypothesis testing using a phylogeographic and phylodynamic framework.,33159066,10.1038/s41467-020-19122-z,,2020,metadata_ingested,1136,pending,pending
pmid-33127906,SARS-CoV-2 viral load is associated with increased disease severity and mortality.,33127906,10.1038/s41467-020-19057-5,,2020,metadata_ingested,1064,pending,pending
pmid-33037213,Accommodating individual travel history and unsampled diversity in Bayesian phylogeographic inference of SARS-CoV-2.,33037213,10.1038/s41467-020-18877-9,,2020,metadata_ingested,1081,pending,pending
pmid-32927409,A multiplex polymerase chain reaction assay for antibiotic stewardship in suspected pneumonia.,32927409,10.1016/j.diagmicrobio.2020.115179,,2020,metadata_ingested,1016,pending,pending
pmid-32923688,Hamiltonian Monte Carlo sampling to estimate past population dynamics using the skygrid coalescent model in a Bayesian phylogenetics framework.,32923688,10.12688/wellcomeopenres.15770.1,,2020,metadata_ingested,1254,pending,pending
pmid-32916059,Reproducible Single-Cell Genomic Research in Pulmonary and Critical Care Medicine.,32916059,10.1164/rccm.202008-3073ED,,2020,metadata_ingested,0,pending,pending
pmid-32912998,The emergence of SARS-CoV-2 in Europe and North America.,32912998,10.1126/science.abc8169,,2020,metadata_ingested,932,pending,pending
pmid-32909012,Bronchoscopy on Intubated COVID-19 Patients is Associated with Low Infectious Risk to Operators at a High-Volume Center Using an Aerosol-minimizing Protocol.,32909012,10.1101/2020.08.30.20177543,,2020,metadata_ingested,2390,pending,pending
pmid-32907984,Broad-Spectrum Antiviral Entry Inhibition by Interfacially Active Peptides.,32907984,10.1128/JVI.01682-20,,2020,metadata_ingested,2506,pending,pending
pmid-32897881,Maintenance DNA methylation is essential for regulatory T cell development and stability of suppressive function.,32897881,10.1172/JCI137712,,2020,metadata_ingested,1101,pending,pending
pmid-32878931,Evolution of Early SARS-CoV-2 and Cross-Coronavirus Immunity.,32878931,10.1128/mSphere.00622-20,,2020,metadata_ingested,2846,pending,pending
pmid-32858009,International Perspective on the New 2019 American Thoracic Society/Infectious Diseases Society of America Community-Acquired Pneumonia Guideline: A Critical Appraisal by a Global Expert Panel.,32858009,10.1016/j.chest.2020.07.089,,2020,metadata_ingested,1635,pending,pending
pmid-32851183,Epithelial cell-specific loss of function of Miz1 causes a spontaneous COPD-like phenotype and up-regulates Ace2 expression in mice.,32851183,10.1126/sciadv.abb7238,,2020,metadata_ingested,1067,pending,pending
pmid-32843552,A Genome-Based Model to Predict the Virulence of Pseudomonas aeruginosa Isolates.,32843552,10.1128/mBio.01527-20,,2020,metadata_ingested,2242,pending,pending
pmid-32789184,COVID-19 and the next influenza season.,32789184,10.1126/sciadv.abd0086,,2020,metadata_ingested,0,pending,pending
pmid-32783920,Distinct Early Serological Signatures Track with SARS-CoV-2 Survival.,32783920,10.1016/j.immuni.2020.07.020,,2020,metadata_ingested,1245,pending,pending
pmid-32755751,"Dissecting the antibody-OME: past, present, and future.",32755751,10.1016/j.coi.2020.06.003,,2020,metadata_ingested,906,pending,pending
pmid-32747391,Pathogenesis of COVID-19-induced ARDS: implications for an ageing population.,32747391,10.1183/13993003.02049-2020,,2020,metadata_ingested,1438,pending,pending
pmid-32720752,Impaired phagocytic function in CX3CR1(+) tissue-resident skeletal muscle macrophages prevents muscle recovery after influenza A virus-induced pneumonia in old mice.,32720752,10.1111/acel.13180,,2020,metadata_ingested,1462,pending,pending
