paper_id,pmid,year,title,abstract_excerpt,center,pi_candidates,pathogens,viruses,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,review_status,notes
pmid-36203557,36203557,2022,Impact of cross-coronavirus immunity in post-acute sequelae of COVID-19.,"Beyond the unpredictable acute illness caused by SARS-CoV-2, one-fifth of infections unpredictably result in long-term persistence of symptoms despite the apparent clearance of infection. Insights into the mechanisms that underlie post-acute sequelae of COVID-19 (PASC) will be...",,,,sars-cov-2;sars-cov,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, pathogen, coronavirus",pending,
pmid-36173950,36173950,2022,SARS-CoV-2 furin cleavage site was not engineered.,,CViSB,Robert Garry,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-36167835,36167835,2022,Predicting the evolution of the Lassa virus endemic area and population at risk over the next decades.,"Lassa fever is a severe viral hemorrhagic fever caused by a zoonotic virus that repeatedly spills over to humans from its rodent reservoirs. It is currently not known how climate and land use changes could affect the endemic area of this virus, currently limited to parts of We...",CViSB,Donald S Grant;Robert Garry;Kristian Andersen,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral",pending,
pmid-36129295,36129295,2022,"Functional and Structural Characterization of OXA-935, a Novel OXA-10-Family β-Lactamase from Pseudomonas aeruginosa.","Resistance to antipseudomonal penicillins and cephalosporins is often driven by the overproduction of the intrinsic β-lactamase AmpC. However, OXA-10-family β-lactamases are a rich source of resistance in Pseudomonas aeruginosa. OXA β-lactamases have a propensity for mutation...",SCRIPT,Alan Hauser,pseudomonas_aeruginosa,,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-36116810,36116810,2022,Novel and Rapid Diagnostics for Common Infections in the Critically Ill Patient.,"There are several novel platforms that enhance detection of pathogens that cause common infections in the intensive care unit. These platforms have a sample to answer time of a few hours, are often higher yield than culture, and have the potential to improve antibiotic steward...",SCRIPT,Richard Wunderink,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-36061870,36061870,2022,Gearing up for battle: Harnessing adaptive T cell immunity against gram-negative pneumonia.,"Pneumonia is one of the leading causes of morbidity and mortality worldwide and Gram-negative bacteria are a major cause of severe pneumonia. Despite advances in diagnosis and treatment, the rise of multidrug-resistant organisms and hypervirulent strains demonstrates that ther...",,,pseudomonas_aeruginosa;klebsiella_pneumoniae,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-36060555,36060555,2022,Inferring Phenotypic Trait Evolution on Large Trees With Many Incomplete Measurements.,"Comparative biologists are often interested in inferring covariation between multiple biological traits sampled across numerous related taxa. To properly study these relationships, we must control for the shared evolutionary history of the taxa to avoid spurious inference. An...",,,,hiv,,primary_research,high,explicit cross-virus/shared-host language: comparative,low,no strong literature-priority keywords matched,pending,
pmid-36056073,36056073,2022,Selective transfer of maternal antibodies in preterm and fullterm children.,"Preterm newborns are more likely to suffer from infectious diseases at birth compared to children delivered at term. Whether this is due to compromised cellular, humoral, or organ-specific development remains unclear. To begin to define whether maternal-fetal antibody transfer...",,,,influenza;rsv;ebv,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: pathogen,pending,
pmid-36000735,36000735,2022,Hybrid Immunity Shifts the Fc-Effector Quality of SARS-CoV-2 mRNA Vaccine-Induced Immunity.,"Despite the robust immunogenicity of SARS-CoV-2 mRNA vaccines, emerging data have revealed enhanced neutralizing antibody and T cell cross-reactivity among individuals that previously experienced COVID-19, pointing to a hybrid immune advantage with infection-associated immune...",,,,sars-cov-2;sars-cov,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral",pending,
pmid-35989603,35989603,2022,Scalable Bayesian phylogenetics.,"Recent advances in Bayesian phylogenetics offer substantial computational savings to accommodate increased genomic sampling that challenges traditional inference methods. In this review, we begin with a brief summary of the Bayesian phylogenetic framework, and then conceptuali...",,,,sars-cov-2;sars-cov;hiv,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35977496,35977496,2022,Systems approach to define humoral correlates of immunity to Shigella.,"Shigella infection is the second leading cause of death due to diarrheal disease in young children worldwide. With the rise of antibiotic resistance, initiatives to design and deploy a safe and effective Shigella vaccine are urgently needed. However, efforts to date have been...",,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35973352,35973352,2022,The next frontier in vaccine design: blending immune correlates of protection into rational vaccine design.,"Despite the extraordinary speed and success in SARS-Cov-2 vaccine development, the emergence of variants of concern perplexed the vaccine development community. Neutralizing antibodies waned antibodies waned and were evaded by viral variants, despite the preservation of protec...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, coronavirus",pending,
pmid-35970983,35970983,2022,Regional connectivity drove bidirectional transmission of SARS-CoV-2 in the Middle East during travel restrictions.,"Regional connectivity and land travel have been identified as important drivers of SARS-CoV-2 transmission. However, the generalizability of this finding is understudied outside of well-sampled, highly connected regions. In this study, we investigated the relative contribution...",CViSB,Kristian Andersen,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35961427,35961427,2022,Incidence and Clinical Characteristics of Severe Acute Respiratory Syndrome Coronavirus 2 Infection After Vaccination in Children.,"The objective of this single-center cohort study was to characterize the frequency, clinical characteristics, and molecular epidemiology of pediatric severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection after vaccination. Between May 15, 2021, and January 1,...",,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-35952712,35952712,2022,Context-specific emergence and growth of the SARS-CoV-2 Delta variant.,"The SARS-CoV-2 Delta (Pango lineage B.1.617.2) variant of concern spread globally, causing resurgences of COVID-19 worldwide1,2. The emergence of the Delta variant in the UK occurred on the background of a heterogeneous landscape of immunity and relaxation of non-pharmaceutica...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35924454,35924454,2022,Severity of Illness Caused by Severe Acute Respiratory Syndrome Coronavirus 2 Variants of Concern in Children: A Single-Center Retrospective Cohort Study.,BACKGROUND: Recent COVID-19 surges are attributed to emergence of more transmissible SARS-CoV-2 variants of concern (VOCs). The relative severity of VOCs in children is unknown. METHODS: We performed a single-center retrospective cohort study of children ≤18 years old diagnose...,,,,sars-cov-2;sars-cov,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-35923313,35923313,2022,Waning and boosting of functional humoral immunity to SARS-CoV-2.,"Since the emergence of the SARS-CoV-2 virus, we have witnessed a revolution in vaccine development with the rapid emergence and deployment of both traditional and novel vaccine platforms. The inactivated CoronaVac vaccine and the mRNA-based Pfizer/BNT162b2 vaccine are among th...",SYBIL,Ryan McNamara;Rafael Medina,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35919523,35919523,2022,Stromal Transcription Factor 21 Regulates Development of the Renal Stroma via Interaction with Wnt/β-Catenin Signaling.,BACKGROUND: Kidney formation requires coordinated interactions between multiple cell types. Input from the interstitial progenitor cells is implicated in multiple aspects of kidney development. We previously reported that transcription factor 21 (Tcf21) is required for ureteri...,,,,,,primary_research,candidate,relevant viral/host/pathway terms matched: interaction,medium,older paper with relevant terms: interaction,pending,
pmid-35899968,35899968,2022,De novo emergence of SARS-CoV-2 spike mutations in immunosuppressed patients.,BACKGROUND: The continuing evolution of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants with decreased susceptibility to neutralizing antibodies is of clinical importance. Several spike mutations associated with immune escape have evolved independently in...,,,,sars-cov-2;sars-cov,,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, coronavirus",pending,
pmid-35895416,35895416,2022,Evaluation of Three Clinical Prediction Tools to Predict Mortality in Hospitalized Patients with Lassa Fever.,Lassa fever is a viral hemorrhagic illness with a case fatality rate for hospitalized patients as high as 69%. Identifying cases before they progress to serious illness can lead to earlier treatment and improved clinical outcomes. Three existing clinical prediction tools were...,CViSB,Donald S Grant,,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-35881018,35881018,2022,SARS-CoV-2 mRNA vaccination elicits robust antibody responses in children.,"Although children have been largely spared from coronavirus disease 2019 (COVID-19), the emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants of concern (VOCs) with increased transmissibility, combined with fluctuating mask mandates and school reo...",UCLA-Persistent-BSI,Melissa Johnson,,sars-cov-2;sars-cov;influenza,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-35881010,35881010,2022,The Huanan Seafood Wholesale Market in Wuhan was the early epicenter of the COVID-19 pandemic.,"Understanding how severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in 2019 is critical to preventing future zoonotic outbreaks before they become the next pandemic. The Huanan Seafood Wholesale Market in Wuhan, China, was identified as a likely source of ca...",CViSB,Robert Garry;Kristian Andersen,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-35881005,35881005,2022,The molecular epidemiology of multiple zoonotic origins of SARS-CoV-2.,Understanding the circumstances that lead to pandemics is important for their prevention. We analyzed the genomic diversity of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) early in the coronavirus disease 2019 (COVID-19) pandemic. We show that SARS-CoV-2 genomi...,CViSB,Robert Garry;Kristian Andersen,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, coronavirus",pending,
pmid-35869779,35869779,2022,Individual target pharmacokinetic/pharmacodynamic attainment rates among meropenem-treated patients admitted to the ICU with hospital-acquired pneumonia.,"OBJECTIVES: Critical illness reduces β-lactam pharmacokinetic/pharmacodynamic (PK/PD) attainment. We sought to quantify PK/PD attainment in patients with hospital-acquired pneumonia. METHODS: Meropenem plasma PK data (n = 70 patients) were modelled, PK/PD attainment rates were...",SCRIPT,Alan Hauser;Richard Wunderink,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35833903,35833903,2022,Suppression of Allergic Asthma by Loss of Function of Miz1-mediated Th1 Skewing.,"Asthma is the most prevalent chronic respiratory disease worldwide. There is currently no cure, and it remains an important cause of morbidity and mortality. Here we report that lung-specific loss of function of the transcription factor Miz1 (c-Myc-interacting zinc finger prot...",,,,,epigenomics,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35798029,35798029,2022,Wastewater sequencing reveals early cryptic SARS-CoV-2 variant transmission.,"As SARS-CoV-2 continues to spread and evolve, detecting emerging variants early is critical for public health interventions. Inferring lineage prevalence by clinical testing is infeasible at scale, especially in areas with limited resources, participation, or testing and/or se...",CViSB,Melissa Johnson;Elaine Reed;Kristian Andersen,,sars-cov-2;sars-cov,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35795297,35795297,2022,Accommodating sampling location uncertainty in continuous phylogeography.,"Phylogeographic inference of the dispersal history of viral lineages offers key opportunities to tackle epidemiological questions about the spread of fast-evolving pathogens across human, animal and plant populations. In continuous space, i.e. when locations are specified by l...",,,,,,review,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-35794893,35794893,2022,Outbreak.info genomic reports: scalable and dynamic surveillance of SARS-CoV-2 variants and mutations.,"The emergence of SARS-CoV-2 variants of concern has prompted the need for near real-time genomic surveillance to inform public health interventions. In response to this need, the global scientific community, through unprecedented effort, has sequenced and shared over 11 millio...",CViSB,Kristian Andersen,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35776495,35776495,2022,Advancing Lung Immunology Research: An Official American Thoracic Society Workshop Report.,"The mammalian airways and lungs are exposed to a myriad of inhaled particulate matter, allergens, and pathogens. The immune system plays an essential role in protecting the host from respiratory pathogens, but a dysregulated immune response during respiratory infection can imp...",,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,"older paper with relevant terms: host, pathogen",pending,
pmid-35771664,35771664,2022,Introduction and Establishment of SARS-CoV-2 Gamma Variant in New York City in Early 2021.,BACKGROUND: Monitoring the emergence and spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants is an important public health objective. We investigated how the Gamma variant was established in New York City (NYC) in early 2021 in the presence of trave...,CViSB,Kristian Andersen,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, coronavirus",pending,
pmid-35767652,35767652,2022,Antibody Fc characteristics and effector functions correlate with protection from symptomatic dengue virus type 3 infection.,"Preexisting cross-reactive antibodies have been implicated in both protection and pathogenesis during subsequent infections with different dengue virus (DENV) serotypes (DENV1-4). Nonetheless, humoral immune correlates and mechanisms of protection have remained elusive. Using...",,,,dengue,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35764643,35764643,2022,Maternal immune response and placental antibody transfer after COVID-19 vaccination across trimester and platforms.,"The availability of three COVID-19 vaccines in the United States provides an unprecedented opportunity to examine how vaccine platforms and timing of vaccination in pregnancy impact maternal and neonatal immunity. Here, we characterize the antibody profile after Ad26.COV2.S, m...",,,,sars-cov-2;sars-cov,,data_or_analysis,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35677074,35677074,2022,"Schema Playground: A tool for authoring, extending, and using metadata schemas to improve FAIRness of biomedical data.","BACKGROUND: Biomedical researchers are strongly encouraged to make their research outputs more Findable, Accessible, Interoperable, and Reusable (FAIR). While many biomedical research outputs are more readily accessible through open data efforts, finding relevant outputs remai...",,,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35652578,35652578,2022,Rapid and Sensitive Detection of Antigen from SARS-CoV-2 Variants of Concern by a Multivalent Minibinder-Functionalized Nanomechanical Sensor.,New platforms for the rapid and sensitive detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants of concern are urgently needed. Here we report the development of a nanomechanical sensor based on the deflection of a microcantilever capable of detect...,,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-35581238,35581238,2022,Author Correction: Reduced expression of mitochondrial complex I subunit Ndufs2 does not impact healthspan in mice.,,,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35538057,35538057,2022,Archival influenza virus genomes from Europe reveal genomic variability during the 1918 pandemic.,"The 1918 influenza pandemic was the deadliest respiratory pandemic of the 20th century and determined the genomic make-up of subsequent human influenza A viruses (IAV). Here, we analyze both the first 1918 IAV genomes from Europe and the first from samples prior to the autumn...",,,,influenza;hiv,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"older paper with relevant terms: virus, host",pending,
pmid-35455241,35455241,2022,Durability and Cross-Reactivity of SARS-CoV-2 mRNA Vaccine in Adolescent Children.,"Emergent SARS-CoV-2 variants and waning humoral immunity in vaccinated individuals have resulted in increased infections and hospitalizations. Children are not spared from infection nor complications of COVID-19, and the recent recommendation for boosters in individuals ages 1...",,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35442171,35442171,2022,Selected Bibliography of Recent Research in COVID-19.,,,,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35440684,35440684,2022,Inter-individual variation in objective measure of reactogenicity following COVID-19 vaccination via smartwatches and fitness bands.,The ability to identify who does or does not experience the intended immune response following vaccination could be of great value in not only managing the global trajectory of COVID-19 but also helping guide future vaccine development. Vaccine reactogenicity can potentially l...,CViSB,Kristian Andersen,,sars-cov-2,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35430229,35430229,2022,Preserved recognition of Omicron spike following COVID-19 messenger RNA vaccination in pregnancy.,"BACKGROUND: SARS-CoV-2 infection is associated with enhanced disease severity in pregnant women. Despite the potential of COVID-19 vaccines to reduce severe disease, vaccine uptake remained relatively low among pregnant women. Just as coordinated messaging from the Centers for...",,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35411350,35411350,2022,"Wastewater sequencing uncovers early, cryptic SARS-CoV-2 variant transmission.","As SARS-CoV-2 continues to spread and evolve, detecting emerging variants early is critical for public health interventions. Inferring lineage prevalence by clinical testing is infeasible at scale, especially in areas with limited resources, participation, or testing/sequencin...",CViSB,Melissa Johnson;Elaine Reed;Kristian Andersen,,sars-cov-2;sars-cov,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35411346,35411346,2022,An immunoPET probe to SARS-CoV-2 reveals early infection of the male genital tract in rhesus macaques.,"The systemic nature of SARS-CoV-2 infection is highly recognized, but poorly characterized. A non-invasive and unbiased method is needed to clarify whole body spatiotemporal dynamics of SARS-CoV-2 infection after transmission. We recently developed a probe based on the anti-SA...",,,,sars-cov-2;sars-cov;influenza,,methods,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-35396471,35396471,2022,Unlocking capacities of genomics for the COVID-19 response and future pandemics.,"During the COVID-19 pandemic, genomics and bioinformatics have emerged as essential public health tools. The genomic data acquired using these methods have supported the global health response, facilitated development of testing methods, and allowed timely tracking of novel SA...",,,,sars-cov-2;sars-cov,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-35363994,35363994,2022,Expression of ACE2-a Key SARS-CoV-2 Entry Factor-Is Not Increased in the Nasal Mucosa of People with Cystic Fibrosis.,,,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35361968,35361968,2022,Defining the risk of SARS-CoV-2 variants on immune protection.,"The global emergence of many severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) variants jeopardizes the protective antiviral immunity induced after infection or vaccination. To address the public health threat caused by the increasing SARS-CoV-2 genomic diversity, t...",SYBIL,Melissa Johnson;Michael Schotsaert,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, coronavirus",pending,
pmid-35359802,35359802,2022,Mathematical models to study the biology of pathogens and the infectious diseases they cause.,"Mathematical models have many applications in infectious diseases: epidemiologists use them to forecast outbreaks and design containment strategies; systems biologists use them to study complex processes sustaining pathogens, from the metabolic networks empowering microbial ce...",UCLA-Persistent-BSI,Michael Yeaman,,,,review,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: host,pending,
pmid-35357886,35357886,2022,A modified vaccinia Ankara vaccine expressing spike and nucleocapsid protects rhesus macaques against SARS-CoV-2 Delta infection.,"SARS-CoV-2 vaccines should induce broadly cross-reactive humoral and T cell responses to protect against emerging variants of concern (VOCs). Here, we inactivated the furin cleavage site (FCS) of spike expressed by a modified vaccinia Ankara (MVA) virus vaccine (MVA/SdFCS) and...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35348368,35348368,2022,mRNA-1273 and BNT162b2 COVID-19 vaccines elicit antibodies with differences in Fc-mediated effector functions.,"The successful development of several coronavirus disease 2019 (COVID-19) vaccines has substantially reduced morbidity and mortality in regions of the world where the vaccines have been deployed. However, in the wake of the emergence of viral variants that are able to evade va...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, coronavirus",pending,
pmid-35338200,35338200,2022,Reduced expression of mitochondrial complex I subunit Ndufs2 does not impact healthspan in mice.,Aging in mammals leads to reduction in genes encoding the 45-subunit mitochondrial electron transport chain complex I. It has been hypothesized that normal aging and age-related diseases such as Parkinson's disease are in part due to modest decrease in expression of mitochondr...,,,,,transcriptomics,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35325204,35325204,2022,Selection Analysis Identifies Clusters of Unusual Mutational Changes in Omicron Lineage BA.1 That Likely Impact Spike Function.,Among the 30 nonsynonymous nucleotide substitutions in the Omicron S-gene are 13 that have only rarely been seen in other SARS-CoV-2 sequences. These mutations cluster within three functionally important regions of the S-gene at sites that will likely impact (1) interactions b...,,,,sars-cov-2;sars-cov,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35309306,35309306,2022,Epigenetic Control of Regulatory T Cell Stability and Function: Implications for Translation.,"FoxP3+ regulatory T (Treg) cells maintain immune homeostasis, promote self-tolerance, and have an emerging role in resolving acute inflammation, providing tissue protection, and repairing tissue damage. Some data suggest that FoxP3+ T cells are plastic, exhibiting susceptibili...",,,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35290925,35290925,2022,Low-level SARS-CoV-2 viremia coincident with COVID placentitis and stillbirth.,SARS-CoV-2 infection in pregnancy and COVID placentitis are associated with an increased risk of stillbirth. We sought to investigate the presence of maternal viremia in people with SARS-CoV-2 infection during pregnancy who had histologic placentitis versus those without place...,,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35289637,35289637,2022,Omicron variant Spike-specific antibody binding and Fc activity are preserved in recipients of mRNA or inactivated COVID-19 vaccines.,"The Omicron variant of SARS-CoV-2 has been shown to evade neutralizing antibodies elicited by vaccination or infection. Despite the global spread of the Omicron variant, even among highly vaccinated populations, death rates have not increased concomitantly. These data suggest...",SYBIL,Rafael Medina,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35262081,35262081,2022,An immunoPET probe to SARS-CoV-2 reveals early infection of the male genital tract in rhesus macaques.,"The systemic nature of SARS-CoV-2 infection is highly recognized, but poorly characterized. A non-invasive and unbiased method is needed to clarify whole body spatiotemporal dynamics of SARS-CoV-2 infection after transmission. We recently developed a probe based on the anti-SA...",,,,sars-cov-2;sars-cov;influenza,,methods,candidate,relevant viral/host/pathway terms matched: viral,medium,older paper with relevant terms: viral,pending,
pmid-35245365,35245365,2022,Altered Maternal Antibody Profiles in Women With Human Immunodeficiency Virus Drive Changes in Transplacental Antibody Transfer.,"BACKGROUND: Human immunodeficiency virus (HIV)-exposed, uninfected (HEU) children have a higher risk of severe infection, but the causes are poorly understood. Emerging data point to altered antibody transfer in women with HIV (WHIV); however, specific perturbations and the in...",,,,influenza;hiv;ebv,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,pending,
pmid-35215114,35215114,2022,Enterotoxigenic Escherichia coli Heat-Stable Toxin and Ebola Virus Delta Peptide: Similarities and Differences.,Enterotoxigenic Escherichia coli (ETEC) STb toxin exhibits striking structural similarity to Ebola virus (EBOV) delta peptide. Both ETEC and EBOV delta peptide are enterotoxins. Comparison of the structural and functional similarities and differences of these two toxins illumi...,CViSB,Robert Garry,,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"older paper with relevant terms: virus, viral, pathogen",pending,
pmid-35213690,35213690,2022,Trends in Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Seroprevalence in Massachusetts Estimated from Newborn Screening Specimens.,"BACKGROUND: Estimating the cumulative incidence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is essential for setting public health policies. We leveraged deidentified Massachusetts newborn screening specimens as an accessible, retrospective source of matern...",,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: coronavirus,pending,
pmid-35202558,35202558,2022,Lung Injury Induces Alveolar Type 2 Cell Hypertrophy and Polyploidy with Implications for Repair and Regeneration.,Epithelial polyploidization after injury is a conserved phenomenon recently shown to improve barrier restoration during wound healing. Whether lung injury can induce alveolar epithelial polyploidy is not known. We show that bleomycin injury induces alveolar type 2 cell (AT2) h...,CViSB,Donald S Grant,,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35198645,35198645,2022,Assessment of Virological Contributions to COVID-19 Outcomes in a Longitudinal Cohort of Hospitalized Adults.,"BACKGROUND: While several demographic and clinical correlates of coronavirus disease 2019 (COVID-19) outcome have been identified, their relationship to virological and immunological parameters remains poorly defined. METHODS: To address this, we performed longitudinal collect...",,,,sars-cov-2;sars-cov,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"older paper with relevant terms: viral, coronavirus",pending,
pmid-35194616,35194616,2022,Durability and cross-reactivity of SARS-CoV-2 mRNA vaccine in adolescent children.,"Emergent SARS-CoV-2 variants and waning humoral immunity in vaccinated individuals have resulted in increased infections and hospitalizations. Children are not spared from infection nor complications of COVID-19, and the recent recommendation for boosters in individuals ages 1...",,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
pmid-35170002,35170002,2022,Methicillin-Resistant Staphylococcus aureus Hospital-Acquired Pneumonia/Ventilator-Associated Pneumonia.,Methicillin-resistant Staphylococcus aureus (MRSA) is a common cause of hospital-acquired pneumonia (HAP) and ventilator-associated pneumonia (VAP). MRSA pneumonia is associated with significant morbidity and mortality. Several virulence factors allow S. aureus to become an ef...,SCRIPT,Richard Wunderink,staphylococcus_aureus,,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,medium,older paper with relevant terms: pathogen,pending,
pmid-35143473,35143473,2022,SARS-CoV-2 antibodies protect against reinfection for at least 6 months in a multicentre seroepidemiological workplace cohort.,"Identifying the potential for SARS-CoV-2 reinfection is crucial for understanding possible long-term epidemic dynamics. We analysed longitudinal PCR and serological testing data from a prospective cohort of 4,411 United States employees in 4 states between April 2020 and Febru...",,,,sars-cov-2;sars-cov,,primary_research,unknown,no explicit cross-virus or strong viral host-mechanism terms matched,low,no strong literature-priority keywords matched,pending,
