source_collection,paper_id,pmid,year,center,title,pi_candidates,viruses,pathogens,assay_types,paper_kind,cross_virus_relevance,cross_virus_reason,priority,priority_reason,abstract_excerpt
pi-backlog,pmid-31921042,31921042,2019,,"Functional Characterization and Direct Comparison of Influenza A, B, C, and D NS1 Proteins in vitro and in vivo.",,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: viral, interaction",medium,"relevant mechanistic terms: viral, host","Influenza viruses are important pathogens that affect multiple animal species, including humans. There are four types of influenza viruses: A, B, C, and D (IAV, IBV, ICV, and IDV, respectively). IAV and IBV are currently circulating in humans and are responsible of seasonal ep..."
pi-backlog,pmid-31859745,31859745,2019,,[Clinical and epidemiological characterization of healthcare acquired influenza in critical ill patients].,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","BACKGROUND: Healthcare-associated infections (HAIs) increase morbidity and mortality. During 2014, at the Hospital Clinico Red de Salud UC Christus (RS-UCCH) it was estimated that 15% of respiratory viral infections were acquired during hospitalization and influenza A was more..."
pi-backlog,pmid-31851929,31851929,2019,,Viral Fitness Landscapes in Diverse Host Species Reveal Multiple Evolutionary Lines for the NS1 Gene of Influenza A Viruses.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"relevant mechanistic terms: viral, host",Influenza A viruses (IAVs) have a remarkable tropism in their ability to circulate in both mammalian and avian species. The IAV NS1 protein is a multifunctional virulence factor that inhibits the type I interferon host response through a myriad of mechanisms. How NS1 has evolv...
pi-backlog,pmid-31839997,31839997,2019,,Pandemic influenza virus vaccines boost hemagglutinin stalk-specific antibody responses in primed adult and pediatric cohorts.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,Licensed influenza virus vaccines target the head domain of the hemagglutinin (HA) glycoprotein which undergoes constant antigenic drift. The highly conserved HA stalk domain is an attractive target to increase immunologic breadth required for universal influenza virus vaccine...
pi-backlog,pmid-31697957,31697957,2019,,2019 meeting of the global virus network.,,,,network_modeling,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral, host-pathogen",medium,"relevant mechanistic terms: virus, viral, host",The Global Virus Network (GVN) was established in 2011 to strengthen research and responses to emerging viral causes of human disease and to prepare against new viral pandemics. There are now 52 GVN Centers of Excellence and 9 Affiliate laboratories in 32 countries. The 11th I...
pi-backlog,pmid-31597767,31597767,2019,,Differential Modulation of Innate Immune Responses in Human Primary Cells by Influenza A Viruses Carrying Human or Avian Nonstructural Protein 1.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host",The influenza A virus (IAV) nonstructural protein 1 (NS1) contributes to disease pathogenesis through the inhibition of host innate immune responses. Dendritic cells (DCs) release interferons (IFNs) and proinflammatory cytokines and promote adaptive immunity upon viral infecti...
pi-backlog,pmid-31554802,31554802,2019,,Low expression of RNA sensors impacts Zika virus infection in the lower female reproductive tract.,,zika,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Innate immune responses to Zika virus (ZIKV) are dampened in the lower female reproductive tract (LFRT) compared to other tissues, but the mechanism that underlies this vulnerability is poorly understood. Using tissues from uninfected and vaginally ZIKV-infected macaques and m..."
pi-backlog,pmid-31527796,31527796,2019,,Bat influenza viruses transmit among bats but are poorly adapted to non-bat species.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Major histocompatibility complex class II (MHC-II) molecules of multiple species function as cell-entry receptors for the haemagglutinin-like H18 protein of the bat H18N11 influenza A virus, enabling tropism of the viruses in a potentially broad range of vertebrates. However,..."
current-program,pmid-31442400,31442400,2019,CViSB,Travel Surveillance and Genomics Uncover a Hidden Zika Outbreak during the Waning Epidemic.,Kristian Andersen,zika,,,data_or_analysis,candidate,relevant viral/host/pathway terms matched: virus,medium,older paper with relevant terms: virus,"The Zika epidemic in the Americas has challenged surveillance and control. As the epidemic appears to be waning, it is unclear whether transmission is still ongoing, which is exacerbated by discrepancies in reporting. To uncover locations with lingering outbreaks, we investiga..."
pi-backlog,pmid-31375585,31375585,2019,,Innate Immune Response to Influenza Virus at Single-Cell Resolution in Human Epithelial Cells Revealed Paracrine Induction of Interferon Lambda 1.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, interaction, infection",medium,"relevant mechanistic terms: virus, viral, host",Early interactions of influenza A virus (IAV) with respiratory epithelium might determine the outcome of infection. The study of global cellular innate immune responses often masks multiple aspects of the mechanisms by which populations of cells work as organized and heterogen...
hpmi,pmid-31359007,31359007,2019,HPMI,Large dataset enables prediction of repair after CRISPR-Cas9 editing in primary T cells.,,,,genome_editing,primary_research,candidate,relevant host-pathogen/pathway terms matched: crispr,low,no strong HPMI literature-priority keywords matched,"Understanding of repair outcomes after Cas9-induced DNA cleavage is still limited, especially in primary human cells. We sequence repair outcomes at 1,656 on-target genomic sites in primary human T cells and use these data to train a machine learning model, which we have calle..."
pi-backlog,pmid-31358982,31358982,2019,,Protection against influenza infection requires early recognition by inflammatory dendritic cells through C-type lectin receptor SIGN-R1.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","The early phase of influenza infection occurs in the upper respiratory tract and the trachea, but little is known about the initial events of virus recognition and control of viral dissemination by the immune system. Here, we report that inflammatory dendritic cells (IDCs) are..."
pi-backlog,pmid-31263181,31263181,2019,,Structural basis for influenza virus NS1 protein block of mRNA nuclear export.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,"relevant mechanistic terms: virus, host","Influenza viruses antagonize key immune defence mechanisms via the virulence factor non-structural protein 1 (NS1). A key mechanism of virulence by NS1 is blocking nuclear export of host messenger RNAs, including those encoding immune factors1-3; however, the direct cellular t..."
pi-backlog,pmid-31217193,31217193,2019,,Severe influenza pneumonitis in children with inherited TLR3 deficiency.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Autosomal recessive IRF7 and IRF9 deficiencies impair type I and III IFN immunity and underlie severe influenza pneumonitis. We report three unrelated children with influenza A virus (IAV) infection manifesting as acute respiratory distress syndrome (IAV-ARDS), heterozygous fo..."
pi-backlog,pmid-31189111,31189111,2019,,N-Glycolylneuraminic Acid as a Receptor for Influenza A Viruses.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,"A species barrier for the influenza A virus is the differential expression of sialic acid, which can either be α2,3-linked for avians or α2,6-linked for human viruses. The influenza A virus hosts also express other species-specific sialic acid derivatives. One major modificati..."
pi-backlog,pmid-31150614,31150614,2019,,Snatch-and-Grab Inhibitors to Fight the Flu.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,"relevant mechanistic terms: viral, host",Transcription of viral mRNA in cells infected with influenza viruses involves capturing and cleaving the first 10-20 nucleotides of 5' capped host mRNAs to be used as primers in viral RNA synthesis. A newly developed inhibitor of the viral endonuclease responsible for this cap...
pi-backlog,pmid-31105689,31105689,2019,,Sequential Immunization With Live-Attenuated Chimeric Hemagglutinin-Based Vaccines Confers Heterosubtypic Immunity Against Influenza A Viruses in a Preclinical Ferret Model.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Due to continuous antigenic drift and occasional antigenic shift, influenza viruses escape from human adaptive immunity resulting in significant morbidity and mortality in humans. Therefore, to avoid the need for annual reformulation and readministration of seasonal influenza..."
pi-backlog,pmid-31100268,31100268,2019,,A Site of Vulnerability on the Influenza Virus Hemagglutinin Head Domain Trimer Interface.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,"Here, we describe the discovery of a naturally occurring human antibody (Ab), FluA-20, that recognizes a new site of vulnerability on the hemagglutinin (HA) head domain and reacts with most influenza A viruses. Structural characterization of FluA-20 with H1 and H3 head domains..."
pi-backlog,pmid-31032479,31032479,2019,,Chimeric Hemagglutinin-Based Influenza Virus Vaccines Induce Protective Stalk-Specific Humoral Immunity and Cellular Responses in Mice.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","The high variation of the influenza virus hemagglutinin (HA), particularly of its immunodominant head epitopes, makes it necessary to reformulate seasonal influenza virus vaccines every year. Novel influenza virus vaccines that redirect the immune response toward conserved epi..."
pi-backlog,pmid-31015836,31015836,2019,,Poly-ADP Ribosyl Polymerase 1 (PARP1) Regulates Influenza A Virus Polymerase.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, interaction, host factor, infection",medium,"relevant mechanistic terms: virus, viral, host","Influenza A viruses (IAV) are evolutionarily successful pathogens, capable of infecting a number of avian and mammalian species and responsible for pandemic and seasonal epidemic disease in humans. To infect new species, IAV typically must overcome a number of species barriers..."
pi-backlog,pmid-30944175,30944175,2019,,Reconstruction of the Genetic History and the Current Spread of HIV-1 Subtype A in Germany.,,influenza;hiv,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,"HIV-1 non-B infections have been increasing in Europe for several years. In Germany, subtype A belongs to the most abundant non-B subtypes showing an increasing prevalence of 8.3% among new infections in 2016. Here we trace the origin and examine the current spread of the Germ..."
pi-backlog,pmid-30790105,30790105,2019,,Evaluation of anti-dengue activity of Carica papaya aqueous leaf extract and its role in platelet augmentation.,,dengue,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"relevant mechanistic terms: virus, viral","Dengue disease is characterized by a marked decrease in platelet count, which is life threatening. In the present study, we investigated the antiviral activity of an aqueous extract of Carica papaya leaves (PLE) against dengue virus (DENV) and its effect on platelet augmentati..."
pi-backlog,pmid-30737148,30737148,2019,,Dengue Virus Immunity Increases Zika Virus-Induced Damage during Pregnancy.,,dengue;zika,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Zika virus (ZIKV) has recently been associated with birth defects and pregnancy loss after maternal infection. Because dengue virus (DENV) and ZIKV co-circulate, understanding the role of antibody-dependent enhancement in the context of pregnancy is critical. Here, we showed t..."
pi-backlog,pmid-30718795,30718795,2019,,Synchronized Orchestration of miR-99b and let-7g Positively Regulates Rotavirus Infection by Modulating Autophagy.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host","Rotavirus (RV), the major etiological agent of viral gastroenteritis in young children, kills over 200 thousand infants each year. In spite of available vaccines, rotaviral diarrhoea is still a major problem in developing countries of Asia and Africa. Therefore, the studies on..."
pi-backlog,pmid-30716099,30716099,2019,,The inhibitor apoptosis protein antagonist Debio 1143 Is an attractive HIV-1 latency reversal candidate.,,hiv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, pathway, infection",medium,"relevant mechanistic terms: virus, viral, pathway","Antiretroviral therapy (ART) suppresses HIV replication, but does not cure the infection because replication-competent virus persists within latently infected CD4+ T cells throughout years of therapy. These reservoirs contain integrated HIV-1 genomes and can resupply active vi..."
pi-backlog,pmid-30626682,30626682,2019,,"Broadly Cross-Reactive, Nonneutralizing Antibodies against Influenza B Virus Hemagglutinin Demonstrate Effector Function-Dependent Protection against Lethal Viral Challenge in Mice.",,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, interaction, infection",medium,"relevant mechanistic terms: virus, viral, host","Protection from influenza virus infection is canonically associated with antibodies that neutralize the virus by blocking the interaction between the viral hemagglutinin and host cell receptors. However, protection can also be conferred by other mechanisms, including antibody-..."
pi-backlog,pmid-30376079,30376079,2019,,"Respiratory syncytial virus-A dynamics and the effects of lumicitabine, a nucleoside viral replication inhibitor, in experimentally infected humans.",,influenza;rsv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host","BACKGROUND: Respiratory syncytial virus (RSV) causes high morbidity, with mortality rates approaching or exceeding that of influenza in adult and infant patient populations, respectively. Lumicitabine (ALS-008176 or JNJ-64041575) is an oral nucleoside analogue prodrug in clini..."
pi-backlog,pmid-30358129,30358129,2019,,FACS-Mediated Isolation of Neuronal Cell Populations From Virus-Infected Human Embryonic Stem Cell-Derived Cerebral Organoid Cultures.,,influenza;zika,,,methods,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Organoids-or pluripotent stem cell-derived in vitro-grown simplified mini organs-have become a tremendously important model to study human organ development and disease. To restrict the noise inherent to the heterogeneous cell mixtures derived from organoid cultures, we develo..."
pi-backlog,pmid-30053042,30053042,2019,,"Antiviral Activity, Safety, and Pharmacokinetics of AL-794, a Novel Oral Influenza Endonuclease Inhibitor: Results of an Influenza Human Challenge Study.",,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","BACKGROUND: AL-794 is an orally active prodrug of ALS-033719, which selectively inhibits the endonuclease domain of influenza virus A and B polymerase. METHODS: In a phase 1, double-blinded, randomized, placebo-controlled study, healthy subjects were inoculated intranasally wi..."
pi-backlog,pmid-30517866,30517866,2018,,ISRE-Reporter Mouse Reveals High Basal and Induced Type I IFN Responses in Inflammatory Monocytes.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Type I and type III interferons (IFNs) are critical for controlling viral infections. However, the precise dynamics of the IFN response have been difficult to define in vivo. Signaling through type I IFN receptors leads to interferon-stimulated response element (ISRE)-dependen..."
pi-backlog,pmid-30515315,30515315,2018,,HIV drug resistance in sub-Saharan Africa: public health questions and the potential role of real-world data and mathematical modelling.,,hiv,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,relevant mechanistic terms: viral,"The prevalence of pretreatment resistance to non-nucleoside reverse transcriptase inhibitors (NNRTIs) is >10% in many low-income countries. As a consequence, several sub-Saharan African countries have implemented, or are considering the introduction of, non-NNRTI-based first-l..."
pi-backlog,pmid-30486441,30486441,2018,,"Erratum: Sunwoo, S.-Y. et al. A Universal Influenza Virus Vaccine Candidate Tested in a Pig Vaccination-Infection Model in the Presence of Maternal Antibodies. Vaccines 2018, 6(3), 64.",,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,"In the published article, ""A Universal Influenza Virus Vaccine Candidate Tested in a Pig Vaccination-Infection Model in the Presence of Maternal Antibodies. [...]."
pi-backlog,pmid-30325939,30325939,2018,,"Safety, tolerability, and pharmacokinetics of AL-335 in healthy volunteers and hepatitis C virus-infected subjects.",,hcv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,"BACKGROUND: The nucleotide analog AL-335 is a pangenotypic hepatitis C virus (HCV) nonstructural protein (NS)5B inhibitor being evaluated as treatment for chronic HCV infection. METHODS: This three-part randomized, double-blind study evaluated the safety and pharmacokinetics o..."
pi-backlog,pmid-30223475,30223475,2018,,A Universal Influenza Virus Vaccine Candidate Tested in a Pig Vaccination-Infection Model in the Presence of Maternal Antibodies.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,The antigenically conserved hemagglutinin stalk region is a target for universal influenza virus vaccines since antibodies against it can provide broad protection against influenza viruses of different subtypes. We tested a universal influenza virus vaccination regimen based o...
pi-backlog,pmid-30209081,30209081,2018,,Multiple Routes to Oncogenesis Are Promoted by the Human Papillomavirus-Host Protein Network.,,,,proteomics;network_modeling,data_or_analysis,candidate,"relevant viral/host/pathway terms matched: virus, viral, interaction, pathway, infection",medium,"relevant mechanistic terms: virus, viral, host, pathway",We have mapped a global network of virus-host protein interactions by purification of the complete set of human papillomavirus (HPV) proteins in multiple cell lines followed by mass spectrometry analysis. Integration of this map with tumor genome atlases shows that the virus t...
pi-backlog,pmid-30177761,30177761,2018,,Influenza virus infection causes global RNAPII termination defects.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host","Viral infection perturbs host cells and can be used to uncover regulatory mechanisms controlling cellular responses and susceptibility to infections. Using cell biological, biochemical, and genetic tools, we reveal that influenza A virus (IAV) infection induces global transcri..."
pi-backlog,pmid-29955068,29955068,2018,,Influenza.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,"Influenza is an infectious respiratory disease that, in humans, is caused by influenza A and influenza B viruses. Typically characterized by annual seasonal epidemics, sporadic pandemic outbreaks involve influenza A virus strains of zoonotic origin. The WHO estimates that annu..."
pi-backlog,pmid-29921878,29921878,2018,,Co-regulatory activity of hnRNP K and NS1-BP in influenza and human mRNA splicing.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral, host","Three of the eight RNA segments encoded by the influenza A virus (IAV) undergo alternative splicing to generate distinct proteins. Previously, we found that host proteins hnRNP K and NS1-BP regulate IAV M segment splicing, but the mechanistic details were unknown. Here we show..."
pi-backlog,pmid-29920588,29920588,2018,,Genome-Wide Surveillance of Genital Herpes Simplex Virus Type 1 From Multiple Anatomic Sites Over Time.,,hiv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral",Here we present genomic and in vitro analyses of temporally separated episodes of herpes simplex virus type 1 (HSV-1) shedding by an HSV-1-seropositive and human immunodeficiency virus (HIV)/HSV-2-seronegative individual who has frequent recurrences of genital HSV-1. Using oli...
pi-backlog,pmid-29872540,29872540,2018,,Emetine inhibits Zika and Ebola virus infections through two molecular mechanisms: inhibiting viral replication and decreasing viral entry.,,zika,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","The re-emergence of Zika virus (ZIKV) and Ebola virus (EBOV) poses serious and continued threats to the global public health. Effective therapeutics for these maladies is an unmet need. Here, we show that emetine, an anti-protozoal agent, potently inhibits ZIKV and EBOV infect..."
pi-backlog,pmid-29859195,29859195,2018,,Robust and sensitive subtype-generic HIV-1 pol genotyping for use with dried serum spots in epidemiological studies.,,hiv,,,primary_research,candidate,relevant viral/host/pathway terms matched: viral,medium,relevant mechanistic terms: viral,HIV-1 genotyping of larger pol-fragments from dried serum/plasma spots (DSS/DPS) is often hindered by RNA-degradation during transportation at ambient temperature. We evaluated an in-house HIV-1 DSS/DPS-genotyping assay designed in two shorter overlapping fragments covering al...
pi-backlog,pmid-29800114,29800114,2018,,Association of the Quick Sequential (Sepsis-Related) Organ Failure Assessment (qSOFA) Score With Excess Hospital Mortality in Adults With Suspected Infection in Low- and Middle-Income Countries.,,hiv,,network_modeling,primary_research,candidate,relevant viral/host/pathway terms matched: infection,low,no strong backlog-priority keywords matched,IMPORTANCE: The quick Sequential (Sepsis-Related) Organ Failure Assessment (qSOFA) score has not been well-evaluated in low- and middle-income countries (LMICs). OBJECTIVE: To assess the association of qSOFA with excess hospital death among patients with suspected infection in...
pi-backlog,pmid-29799537,29799537,2018,,Erratum: Author Correction: Newcastle disease virus-based H5 influenza vaccine protects chickens from lethal challenge with a highly pathogenic H5N2 avian influenza virus.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,[This corrects the article DOI: 10.1038/s41541-017-0034-4.].
pi-backlog,pmid-29779923,29779923,2018,,A viral-vectored RSV vaccine induces long-lived humoral immunity in cotton rats.,,rsv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Human respiratory syncytial virus (RSV) is the leading cause of lower airway disease in infants worldwide and repeatedly infects immunocompetent individuals throughout life. Severe lower airway RSV infection during infancy can be life-threatening, but is also associated with i..."
pi-backlog,pmid-29765037,29765037,2018,,"Novel triple-reassortant influenza viruses in pigs, Guangxi, China.",,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,"Considered a ""mixing vessel"" for influenza viruses, pigs can give rise to new influenza virus reassortants that can threaten humans. During our surveillance of pigs in Guangxi, China from 2013 to 2015, we isolated 11 H1N1 and three H3N2 influenza A viruses of swine origin (IAV..."
pi-backlog,pmid-29746837,29746837,2018,,An Immunocompetent Mouse Model of Zika Virus Infection.,,zika,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,"Progress toward understanding Zika virus (ZIKV) pathogenesis is hindered by lack of immunocompetent small animal models, in part because ZIKV fails to effectively antagonize Stat2-dependent interferon (IFN) responses in mice. To address this limitation, we first passaged an Af..."
pi-backlog,pmid-29622497,29622497,2018,,Ebola Virus Persistence in Ocular Tissues and Fluids (EVICT) Study: Reverse Transcription-Polymerase Chain Reaction and Cataract Surgery Outcomes of Ebola Survivors in Sierra Leone.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,"BACKGROUND: Ebola virus disease (EVD) survivors are at risk for uveitis during convalescence. Vision loss has been observed following uveitis due to cataracts. Since Ebola virus (EBOV) may persist in the ocular fluid of EVD survivors for an unknown duration, there are question..."
pi-backlog,pmid-29395518,29395518,2018,,Influenza B virus reverse genetic backbones with improved growth properties in the EB66® cell line as basis for vaccine seed virus generation.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"relevant mechanistic terms: virus, viral","Vaccination remains the best available prophylaxis to prevent influenza virus infections, yet current inadequacies in influenza virus vaccine manufacturing often lead to vaccine shortages at times when the vaccine is most needed, as it was the case during the last influenza vi..."
pi-backlog,pmid-29370303,29370303,2018,,MERS-CoV 4b protein interferes with the NF-κB-dependent innate immune response during infection.,,mers-cov;coronavirus,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, interaction, infection",medium,relevant mechanistic terms: virus,"Middle East respiratory syndrome coronavirus (MERS-CoV) is a novel human coronavirus that emerged in 2012, causing severe pneumonia and acute respiratory distress syndrome (ARDS), with a case fatality rate of ~36%. When expressed in isolation, CoV accessory proteins have been..."
pi-backlog,pmid-29321309,29321309,2018,,Specific Mutations in the PB2 Protein of Influenza A Virus Compensate for the Lack of Efficient Interferon Antagonism of the NS1 Protein of Bat Influenza A-Like Viruses.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"relevant mechanistic terms: virus, viral","Recently, two new influenza A-like viruses have been discovered in bats, A/little yellow-shouldered bat/Guatemala/060/2010 (HL17NL10) and A/flat-faced bat/Peru/033/2010 (HL18NL11). The hemagglutinin (HA)-like (HL) and neuraminidase (NA)-like (NL) proteins of these viruses lack..."
pi-backlog,pmid-29167342,29167342,2018,,Antibodies Directed toward Neuraminidase N1 Control Disease in a Mouse Model of Influenza.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"relevant mechanistic terms: virus, viral","There is increasing evidence to suggest that antibodies directed toward influenza A virus (IAV) neuraminidase (NA) are an important correlate of protection against influenza in humans. Moreover, the potential of NA-specific antibodies to provide broader protection than convent..."
pi-backlog,pmid-28663209,28663209,2018,,"Is It Possible to Develop a ""Universal"" Influenza Virus Vaccine? Potential Target Antigens and Critical Aspects for a Universal Influenza Vaccine.",,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,Influenza viruses cause seasonal epidemics as well as pandemics and are a significant concern for human health. Current influenza virus vaccines show efficacy when they are antigenically well matched to circulating strains. Seasonal influenza viruses undergo antigenic drift at...
pi-backlog,pmid-29263888,29263888,2017,,Newcastle disease virus-based H5 influenza vaccine protects chickens from lethal challenge with a highly pathogenic H5N2 avian influenza virus.,,influenza,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,"Since December 2014, Eurasian-origin, highly pathogenic avian influenza H5 viruses including H5N1, H5N2, and H5N8 subtypes (called H5Nx viruses), which belong to the H5 clade 2.3.4.4, have been detected in U.S. wild birds. Subsequently, highly pathogenic H5N2 and H5N8 viruses..."
pi-backlog,pmid-29263881,29263881,2017,,A universal influenza virus vaccine candidate confers protection against pandemic H1N1 infection in preclinical ferret studies.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, infection",medium,relevant mechanistic terms: virus,Influenza viruses evade human adaptive immune responses due to continuing antigenic changes. This makes it necessary to re-formulate and re-administer current seasonal influenza vaccines on an annual basis. Our pan-influenza vaccination approach attempts to redirect antibody r...
pi-backlog,pmid-29203926,29203926,2017,,Pandemic H1N1 influenza A viruses suppress immunogenic RIPK3-driven dendritic cell death.,,influenza,,,primary_research,candidate,"relevant viral/host/pathway terms matched: host-pathogen, infection",medium,relevant mechanistic terms: host,"The risk of emerging pandemic influenza A viruses (IAVs) that approach the devastating 1918 strain motivates finding strain-specific host-pathogen mechanisms. During infection, dendritic cells (DC) mature into antigen-presenting cells that activate T cells, linking innate to a..."
pi-backlog,pmid-29082287,29082287,2017,,Flow Cytometric Analysis of HIV-1 Transcriptional Activity in Response to shRNA Knockdown in A2 and A72 J-Lat Cell Lines.,,hiv,,,methods,candidate,"relevant viral/host/pathway terms matched: virus, viral",medium,"relevant mechanistic terms: virus, viral","The main obstacle to eradicating HIV-1 from patients is post-integration latency (Finzi et al., 1999). Antiretroviral treatments target only actively replicating virus, while latent infections that have low or no transcriptional activity remain untreated (Sedaghat et al., 2007..."
pi-backlog,pmid-28986782,28986782,2017,,Protein Structure Modeling with MODELLER.,,,,network_modeling,methods,high,explicit cross-virus/shared-host language: comparative,low,no strong backlog-priority keywords matched,"Genome sequencing projects have resulted in a rapid increase in the number of known protein sequences. In contrast, only about one-hundredth of these sequences have been characterized at atomic resolution using experimental structure determination methods. Computational protei..."
pi-backlog,pmid-28835903,28835903,2017,,Flow Cytometric Analysis of Drug-induced HIV-1 Transcriptional Activity in A2 and A72 J-Lat Cell Lines.,,hiv,,,methods,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,"The main obstacle to eradicating HIV-1 from patients is post-integration latency (Finzi et al., 1999). Antiretroviral treatments target only actively replicating virus, while latent infections that have low or no transcriptional activity remain untreated (Sedaghat et al., 2007..."
pi-backlog,pmid-28783704,28783704,2017,,Constitutive resistance to viral infection in human CD141(+) dendritic cells.,,influenza;hiv,,,primary_research,candidate,"relevant viral/host/pathway terms matched: virus, viral, infection",medium,"relevant mechanistic terms: virus, viral","Dendritic cells (DCs) are critical for the launching of protective T cell immunity in response to viral infection. Viruses can directly infect DCs, thereby compromising their viability and suppressing their ability to activate immune responses. How DC function is maintained in..."
pi-backlog,pmid-28742879,28742879,2017,,"Epidemiological investigations of the introduction of porcine reproductive and respiratory syndrome virus in Chile, 2013-2015.",,rsv,,,primary_research,candidate,relevant viral/host/pathway terms matched: virus,medium,relevant mechanistic terms: virus,"Porcine reproductive and respiratory syndrome (PRRS) is endemic in most pork producing countries. In Chile, eradication of PRRS virus (PRRSV) was successfully achieved in 2009 as a result of the combined efforts of producers and the animal health authorities. In October 2013,..."
