paper_id,pmid,year,source_collection,center,pi_candidates,title,decision_reason,parse_status,parse_source_type,viruses,host_systems,assay_types,dataset_repositories,dataset_accessions,resource_types,resource_links,raw_data_available,processed_data_available,code_available,reuse_value,pathway_relevance,access_friction,priority_bucket
pmid-33979618,33979618,2021,hpmi,HPMI,,Efficient generation of isogenic primary human myeloid cells using CRISPR-Cas9 ribonucleoproteins.,"viral context plus mechanism-rich title/abstract: hiv, hiv, interaction, interactions, crispr, restriction factor",cached_normalized,pmc_xml,hiv,HEK293T_cells;PBMCs;macrophages;mice,transcriptomics;CRISPR_screen;imaging;genetic_perturbation,BioProject,BioProject:PRJNA684421,,,true,true,false,high,low,low,tier_2
pmid-39975920,39975920,2025,pi-backlog,SYBIL,Michael Schotsaert,Muscle macrophage regenerative response after squalene-adjuvanted influenza vaccination drives Th2-skewed response and is reduced with age.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host response, pathway",cached_normalized,pmc_xml,,macrophages;mice,,,,,,false,false,false,unknown,medium,high,tier_3
pmid-37804247,37804247,2024,current-program,,,The Third Annual Symposium of the Midwest Aging Consortium.,"viral context plus mechanism-rich title/abstract: virus, pathway, pathways",cached_normalized,pmc_xml,,,,,,,,false,false,false,unknown,medium,high,tier_3
pmid-35632848,35632848,2022,pi-backlog,SYBIL,Adolfo Garcia-Sastre,"Type I and Type II Interferon Antagonism Strategies Used by Paramyxoviridae: Previous and New Discoveries, in Comparison.","viral context plus mechanism-rich title/abstract: virus, viral, pathway, replication",cached_normalized,pmc_xml,,macrophages;ferrets;hamsters;bat_cells_or_hosts,,,,,,false,false,false,unknown,medium,high,tier_3
pmid-24284630,24284630,2014,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Pan-viral specificity of IFN-induced genes reveals new roles for cGAS in innate immunity.,explicit cross-virus/shared-host full-text language: pan-viral,cached_normalized,pmc_xml,,HEK293T_cells;Huh7_cells;Vero_E6_cells;macrophages;mice,genetic_perturbation,,,,,false,false,false,unknown,medium,high,tier_3
pmid-20610653,20610653,2010,pi-backlog,SYBIL,Adolfo Garcia-Sastre,NF-kappa B RelA subunit is crucial for early IFN-beta expression and resistance to RNA virus replication.,"viral context plus mechanism-rich title/abstract: virus, host response, pathway, pathways, replication",cached_normalized,pmc_xml,,HEK293T_cells;mice,,,,,,false,false,false,unknown,medium,high,tier_3
pmid-19706713,19706713,2009,pi-backlog,SYBIL,Adolfo Garcia-Sastre,The NS1 protein of the 1918 pandemic influenza virus blocks host interferon and lipid metabolism pathways.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host response, pathway",cached_normalized,pmc_xml,,human_lung_tissue,network_analysis,,,,,false,false,false,unknown,medium,high,tier_3
pmid-19521506,19521506,2009,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Influenza B virus ribonucleoprotein is a potent activator of the antiviral kinase PKR.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, replication",cached_normalized,pmc_xml,,A549_cells;HEK293T_cells;mice,imaging,,,,,false,false,false,unknown,medium,high,tier_3
pmid-17965094,17965094,2008,pi-backlog,SYBIL,Adolfo Garcia-Sastre,BioHealthBase: informatics support in the elucidation of influenza virus host pathogen interactions and virulence.,"viral context plus mechanism-rich title/abstract: influenza, virus, influenza, pathway, interaction, interactions",cached_normalized,pmc_xml,,mice;human_patients,,,,,,false,false,false,unknown,medium,high,tier_3
pmid-17703413,17703413,2007,pi-backlog,SYBIL,Adolfo Garcia-Sastre,alpha-Defensin inhibits influenza virus replication by cell-mediated mechanism(s).,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host response, pathway",cached_normalized,pdf_grobid,,A549_cells;airway_epithelium;mice,,,,,,false,false,false,unknown,medium,high,tier_3
pmid-17006449,17006449,2006,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Genomic analysis of increased host immune and cell death responses induced by 1918 influenza virus.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host response, pathway",cached_normalized,pmc_xml,,mice,,,,,,false,false,false,unknown,medium,high,tier_3
pmid-39645657,39645657,2024,current-program,,,"Vimentin modulates regulatory T cell receptor-ligand interactions at distal pole complex, leading to dysregulated host response to viral pneumonia.","viral context plus mechanism-rich title/abstract: influenza, viral, influenza, host response, interaction, interactions",cached_normalized,pmc_xml,,mice;human_patients,,,,,,false,false,false,unknown,low,high,tier_3
pmid-39187718,39187718,2024,hpmi,HPMI,,Birth of protein folds and functions in the virome.,"viral context plus mechanism-rich title/abstract: virus, viral, interaction, interactions, immune evasion, replication",cached_normalized,pmc_xml,,,,,,,,false,false,false,unknown,low,high,tier_3
pmid-34512601,34512601,2021,pi-backlog,SYBIL,Adolfo Garcia-Sastre,African Swine Fever Virus Induces STAT1 and STAT2 Degradation to Counteract IFN-I Signaling.,"viral context plus mechanism-rich title/abstract: virus, viral, pathway, replication",cached_normalized,pmc_xml,,macrophages;mice,imaging,,,,,false,false,false,unknown,low,high,tier_3
pmid-32522852,32522852,2020,pi-backlog,SYBIL,Adolfo Garcia-Sastre,A Genome-Wide CRISPR-Cas9 Screen Reveals the Requirement of Host Cell Sulfation for Schmallenberg Virus Infection.,"viral context plus mechanism-rich title/abstract: virus, interaction, interactions, screen, crispr, dependency",cached_normalized,pmc_xml,,,CRISPR_screen,,,,,false,false,false,unknown,low,high,tier_3
pmid-30538201,30538201,2018,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Structural-functional interactions of NS1-BP protein with the splicing and mRNA export machineries for viral and host gene expression.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, interactions",cached_normalized,pmc_xml,,,,,,,,false,false,false,unknown,low,high,tier_3
pmid-29321315,29321315,2018,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Paramyxovirus V Proteins Interact with the RIG-I/TRIM25 Regulatory Complex and Inhibit RIG-I Signaling.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, interaction",cached_normalized,pmc_xml,,,,,,,,false,false,false,unknown,low,high,tier_3
pmid-27116236,27116236,2016,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Antiviral Role of IFITM Proteins in African Swine Fever Virus Infection.,"viral context plus mechanism-rich title/abstract: virus, viral, pathway, restriction factor",cached_normalized,pmc_xml,,HEK293T_cells;Vero_E6_cells;macrophages;mice,imaging,,,,,false,false,false,unknown,low,high,tier_3
pmid-26223644,26223644,2015,pi-backlog,SYBIL,Adolfo Garcia-Sastre,RIG-I Mediates an Antiviral Response to Crimean-Congo Hemorrhagic Fever Virus.,"viral context plus mechanism-rich title/abstract: virus, viral, pathway, replication",cached_normalized,pmc_xml,,,,,,,,false,false,false,unknown,low,high,tier_3
pmid-26153856,26153856,2015,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Corrigendum: Pan-viral specificity of IFN-induced genes reveals new roles for cGAS in innate immunity.,"explicit cross-virus/shared-host full-text language: multiple viruses, pan-viral",cached_normalized,pmc_xml,,,,,,,,false,false,false,unknown,low,high,tier_3
pmid-25389186,25389186,2015,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Mapping of the interaction domains of the Crimean-Congo hemorrhagic fever virus nucleocapsid protein.,"viral context plus mechanism-rich title/abstract: virus, viral, interaction, interactions, replication",cached_normalized,pmc_xml,,,,,,,,false,false,false,unknown,low,high,tier_3
pmid-21917972,21917972,2011,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Major histocompatibility complex class II expression and hemagglutinin subtype influence the infectivity of type A influenza virus for respiratory dendritic cells.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, macrophage",cached_normalized,pmc_xml,,macrophages;mice,,,,,,false,false,false,unknown,low,high,tier_3
pmid-20219937,20219937,2010,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Species-specific antagonism of host ISGylation by the influenza B virus NS1 protein.,"viral context plus mechanism-rich title/abstract: influenza, virus, influenza, interaction, replication",cached_normalized,pmc_xml,,mice,,,,,,false,false,false,unknown,low,high,tier_3
pmid-20071582,20071582,2010,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Phosphorylation-mediated negative regulation of RIG-I antiviral activity.,"viral context plus mechanism-rich title/abstract: virus, viral, interaction, replication",cached_normalized,pmc_xml,,,proteomics,,,,,false,false,false,unknown,low,high,tier_3
pmid-19019947,19019947,2009,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Hantaan virus nucleocapsid protein binds to importin alpha proteins and inhibits tumor necrosis factor alpha-induced activation of nuclear factor kappa B.,explicit cross-virus/shared-host full-text language: multiple viruses,cached_normalized,pmc_xml,,human_patients,,,,,,false,false,false,unknown,low,high,tier_3
pmid-41459948,41459948,2026,pi-backlog,SYBIL,Michael Schotsaert,Disease modulation by TIV vaccination during secondary pneumococcal infections in influenza-infected mice.,"viral context plus mechanism-rich title/abstract: influenza, h1n1, virus, viral, influenza, host response",cached_normalized,pmc_xml,influenza_a,macrophages;human_lung_tissue;mice;hamsters;human_patients,single_cell,,,,,false,false,false,low,medium,high,tier_3
pmid-40627391,40627391,2025,pi-backlog,SYBIL,Adolfo Garcia-Sastre,BIK polymorphism and proteasome regulation unveil host risk factor for severe influenza.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host factor, host factors",cached_normalized,pmc_xml,influenza_a,NHBE_cells;airway_epithelium;mice;human_patients,,,,,,false,false,false,low,medium,high,tier_3
pmid-39138384,39138384,2024,current-program,CViSB,Donald S Grant;Richard Wunderink,Distinctive evolution of alveolar T cell responses is associated with clinical outcomes in unvaccinated patients with SARS-CoV-2 pneumonia.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, sars-cov-2, sars, pathway, pathways",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,human_patients,,,,,,false,false,false,low,medium,high,tier_3
pmid-39026801,39026801,2024,pi-backlog,SYBIL;HPMI,Adolfo Garcia-Sastre;Trey Ideker,Global siRNA Screen Reveals Critical Human Host Factors of SARS-CoV-2 Multicycle Replication.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, virus, viral, coronavirus",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,,CRISPR_screen,,,,,false,false,false,low,medium,high,tier_3
pmid-38768348,38768348,2024,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Inhibition of mRNA nuclear export promotes SARS-CoV-2 pathogenesis.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, virus, viral, coronavirus",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,,,,,,,false,false,false,low,medium,high,tier_3
pmid-38648902,38648902,2024,pi-backlog,SYBIL,Adolfo Garcia-Sastre;Michael Schotsaert,The IRE1α-XBP1 arm of the unfolded protein response is a host factor activated in SARS-CoV-2 infection.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, viral, sars-cov-2, sars, host factor",cached_normalized,pmc_xml,sars_cov_2,human_lung_tissue;mice;hamsters,,,,,,false,false,false,low,medium,high,tier_3
pmid-37738970,37738970,2023,hpmi,HPMI,,SARS-CoV-2 variants evolve convergent strategies to remodel the host response.,"explicit cross-virus/shared-host full-text language: cross virus, conserved host",cached_normalized,pmc_xml,sars_cov_2,,,,,,,false,false,false,low,medium,high,tier_3
pmid-37252360,37252360,2023,current-program,SCRIPT,Alan Hauser,Lectin Fingerprinting Distinguishes Antibody Neutralization in SARS-CoV-2.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, virus, viral, sars-cov-2, sars",cached_normalized,pmc_xml,sars_cov_2,mice;human_patients,,,,,,false,false,false,low,medium,high,tier_3
pmid-36299428,36299428,2022,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Impact of SARS-CoV-2 ORF6 and its variant polymorphisms on host responses and viral pathogenesis.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, virus, viral, sars-cov-2, sars",cached_normalized,pmc_xml,sars_cov_2,hamsters,,,,,,false,false,false,low,medium,high,tier_3
pmid-35985635,35985635,2022,pi-backlog,HPMI,Melanie Ott,Catching BETs by viruses.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, virus, viral, sars-cov-2, sars",cached_normalized,pmc_xml,sars_cov_2,human_patients,,,,,,false,false,false,low,medium,high,tier_3
pmid-33243278,33243278,2020,current-program,CViSB,Robert Garry;Donald S Grant,Elevated L-threonine is a biomarker for Lassa fever and Ebola.,"viral context plus mechanism-rich title/abstract: ebola, virus, viral, ebola, pathway, pathways",cached_normalized,pmc_xml,ebola,human_patients,proteomics,,,,,false,false,false,low,medium,high,tier_3
pmid-32822681,32822681,2020,pi-backlog,SYBIL,Adolfo Garcia-Sastre,A novel SUMOylation site in the influenza a virus NS1 protein identified with a highly sensitive FRET assay.,"virus-focused title/abstract plus weaker cross-virus framing in body: species barriers, influenza, h1n1, interaction, replication",cached_normalized,pdf_grobid,influenza_a,,genetic_perturbation,,,,,false,false,false,low,medium,high,tier_3
pmid-32444466,32444466,2020,hpmi,HPMI,,The Landscape of Human Cancer Proteins Targeted by SARS-CoV-2.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, covid-19, virus, sars-cov-2, sars",cached_normalized,pmc_xml,sars_cov_2,,,,,,,false,false,false,low,medium,high,tier_3
pmid-31921042,31921042,2019,pi-backlog,SYBIL,Adolfo Garcia-Sastre,"Functional Characterization and Direct Comparison of Influenza A, B, C, and D NS1 Proteins in vitro and in vivo.","viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host factor, host factors",cached_normalized,pmc_xml,influenza_a,A549_cells;HEK293T_cells;human_lung_tissue;mice;bat_cells_or_hosts,,,,,,false,false,false,low,medium,high,tier_3
pmid-30111569,30111569,2018,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Transcriptome Analysis of Infected and Bystander Type 2 Alveolar Epithelial Cells during Influenza A Virus Infection Reveals In Vivo Wnt Pathway Downregulation.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, pathways",cached_normalized,pmc_xml,influenza_a,mice,,,,,,false,false,false,low,medium,high,tier_3
pmid-27807226,27807226,2017,pi-backlog,SYBIL,Adolfo Garcia-Sastre,"Subcellular Localizations of RIG-I, TRIM25, and MAVS Complexes.","viral context plus mechanism-rich title/abstract: influenza, hepatitis c virus, virus, viral, influenza, pathway",cached_normalized,pmc_xml,influenza_a;hcv,,imaging,,,,,false,false,false,low,medium,high,tier_3
pmid-26178989,26178989,2015,pi-backlog,SYBIL,Adolfo Garcia-Sastre,HIV Vpu Interferes with NF-κB Activity but Not with Interferon Regulatory Factor 3.,"viral context plus mechanism-rich title/abstract: hiv, viral, hiv, host response, pathway, pathways",cached_normalized,pmc_xml,hiv,macrophages,,,,,,false,false,false,low,medium,high,tier_3
pmid-25211074,25211074,2014,pi-backlog,SYBIL,Adolfo Garcia-Sastre,The interferon signaling antagonist function of yellow fever virus NS5 protein is activated by type I interferon.,"viral context plus mechanism-rich title/abstract: yellow fever virus, flavivirus, virus, viral, yellow fever virus, pathway",cached_normalized,pmc_xml,yellow_fever;flavivirus_general,HEK293T_cells;Vero_E6_cells,genetic_perturbation,,,,,false,false,false,low,medium,high,tier_3
pmid-23145065,23145065,2012,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Identification of small molecules with type I interferon inducing properties by high-throughput screening.,"virus-focused title/abstract plus weaker cross-virus framing in body: broad-spectrum, influenza, hepatitis c virus, screen, epithelial",cached_normalized,pmc_xml,influenza_a;hcv,A549_cells;HEK293T_cells;Vero_E6_cells;human_lung_tissue;mice;human_patients,imaging,,,,,false,false,false,low,medium,high,tier_3
pmid-21852950,21852950,2011,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Differential contribution of PB1-F2 to the virulence of highly pathogenic H5N1 influenza A virus in mammalian and avian species.,"virus-focused title/abstract plus weaker cross-virus framing in body: species barriers, influenza, h5n1, replication",cached_normalized,pmc_xml,influenza_a,HEK293T_cells;macrophages;mice;ferrets;human_patients,imaging,,,,,false,false,false,low,medium,high,tier_3
pmid-21593271,21593271,2011,pi-backlog,SYBIL,Adolfo Garcia-Sastre,The NS1 protein of influenza A virus suppresses interferon-regulated activation of antigen-presentation and immune-proteasome pathways.,"viral context plus mechanism-rich title/abstract: influenza, h1n1, virus, viral, influenza, host response",cached_normalized,pmc_xml,influenza_a,human_lung_tissue,,,,,,false,false,false,low,medium,high,tier_3
pmid-21464929,21464929,2011,pi-backlog,SYBIL,Adolfo Garcia-Sastre,A transient homotypic interaction model for the influenza A virus NS1 protein effector domain.,"viral context plus mechanism-rich title/abstract: influenza, virus, influenza, host factor, host factors, interaction",cached_normalized,pmc_xml,influenza_a,HEK293T_cells;mice,imaging,,,,,false,false,false,low,medium,high,tier_3
pmid-20617177,20617177,2010,pi-backlog,HPMI,Melanie Ott,Adaptation of hepatitis C virus to mouse CD81 permits infection of mouse cells in the absence of human entry factors.,"viral context plus mechanism-rich title/abstract: hcv, hepatitis c virus, virus, host factor, host factors, interaction",cached_normalized,pmc_xml,hcv,HEK293T_cells;Huh7_cells;mice;hamsters;human_patients,,,,,,false,false,false,low,medium,high,tier_3
pmid-20027183,20027183,2010,pi-backlog,SYBIL;HPMI,Adolfo Garcia-Sastre;Trey Ideker,Human host factors required for influenza virus replication.,"viral context plus mechanism-rich title/abstract: influenza, h1n1, virus, viral, influenza, host factor",cached_normalized,pmc_xml,influenza_a,A549_cells;Vero_E6_cells,network_analysis,,,,,false,false,false,low,medium,high,tier_3
pmid-17094252,17094252,2006,pi-backlog,HPMI,Trey Ideker,Discovering regulated networks during HIV-1 latency and reactivation.,"viral context plus mechanism-rich title/abstract: hiv, virus, viral, hiv, pathway, pathways",cached_normalized,pmc_xml,hiv,,network_analysis,,,,,false,false,false,low,medium,high,tier_3
pmid-16352563,16352563,2006,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Prostate tumor cells infected with a recombinant influenza virus expressing a truncated NS1 protein activate cytolytic CD8+ cells to recognize noninfected tumor cells.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, pathways",cached_normalized,pmc_xml,influenza_a,PBMCs,,,,,,false,false,false,low,medium,high,tier_3
pmid-42454370,42454370,2026,pi-backlog,SYBIL,Adolfo Garcia-Sastre,A potential RNA-RNA distal interaction competing with a functional pseudoknot in the 3'-untranslated region of SARS-like coronaviruses.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, virus, viral, coronavirus",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,Vero_E6_cells;mice;bat_cells_or_hosts,,,,,,false,false,false,low,low,high,tier_3
pmid-42244653,42244653,2026,pi-backlog,SYBIL,Sumit Chanda,Substrate and target selectivity of 4'-fluoroadenosine against viral and host polymerases.,"virus-focused title/abstract plus weaker cross-virus framing in body: broad-spectrum, coronavirus, sars-cov-2, sars, interaction, interactions",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,,,,,,,false,false,false,low,low,high,tier_3
pmid-42067193,42067193,2026,pi-backlog,HPMI,Melanie Ott,Repurposing drug screen for the identification of helicase inhibitors from viruses of pandemic concern.,"explicit cross-virus/shared-host full-text language: multiple viruses, pan-viral",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general;yellow_fever;flavivirus_general,A549_cells;HEK293T_cells;Vero_E6_cells;hamsters;human_patients,network_analysis,,,,,false,false,false,low,low,high,tier_3
pmid-41554267,41554267,2026,pi-backlog,SYBIL,Sumit Chanda,"ALG-000184 (pevifoscorvir sodium) monotherapy in participants with chronic HBV infection: a phase 1, multicentre, randomised, dose escalation trial.","viral context plus mechanism-rich title/abstract: hepatitis b virus, hbv, virus, viral, hepatitis b virus, hbv",cached_normalized,pdf_grobid,hbv,human_patients,,,,,,false,false,false,low,low,high,tier_3
pmid-41279668,41279668,2025,pi-backlog,SYBIL,Michael Schotsaert,Disease modulation by TIV vaccination during secondary pneumococcal infections in influenza-infected mice.,"viral context plus mechanism-rich title/abstract: influenza, h1n1, virus, viral, influenza, host response",cached_normalized,pmc_xml,influenza_a,macrophages;mice;human_patients,,,,,,false,false,false,low,low,high,tier_3
pmid-40758871,40758871,2025,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Influenza A virus NS1 protein mimics oncogenic PI3K resulting in isoform specific cellular redistribution and activation.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, interactions",cached_normalized,pmc_xml,influenza_a,,network_analysis,,,,,false,false,false,low,low,high,tier_3
pmid-40494346,40494346,2025,pi-backlog,HPMI,Melanie Ott,Neuroendocrine cells orchestrate regeneration through Desert hedgehog signaling.,"viral context plus mechanism-rich title/abstract: influenza, sars-cov-2, sars, influenza, sars-cov-2, sars",cached_normalized,pmc_xml,sars_cov_2,mice;human_patients,,,,,,false,false,false,low,low,high,tier_3
pmid-40339581,40339581,2025,current-program,,,The recency and geographical origins of the bat viruses ancestral to SARS-CoV and SARS-CoV-2.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, virus, viral, sars-cov-2, sars",cached_normalized,pmc_xml,sars_cov_2;sars_cov_1,bat_cells_or_hosts,,,,,,false,false,false,low,low,high,tier_3
pmid-39868236,39868236,2025,current-program,CViSB,Donald S Grant,Tissue-resident skeletal muscle macrophages promote recovery from viral pneumonia-induced sarcopenia in normal aging.,"viral context plus mechanism-rich title/abstract: influenza, covid-19, viral, influenza, covid-19, interaction",cached_normalized,pmc_xml,influenza_a;sars_cov_2,macrophages;mice,,,,,,false,false,false,low,low,high,tier_3
pmid-39384042,39384042,2024,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Cellular NS1-BP protein interacts with the mRNA export receptor NXF1 to mediate nuclear export of influenza virus M mRNAs.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, interaction",cached_normalized,pmc_xml,influenza_a,,,,,,,false,false,false,low,low,high,tier_3
pmid-38979204,38979204,2024,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Broad-spectrum RNA antiviral inspired by ISG15 (-/-) deficiency.,"virus-focused title/abstract plus weaker cross-virus framing in body: broad-spectrum, influenza, sars-cov-2, sars, zika, replication",cached_normalized,pmc_xml,influenza_a;sars_cov_2;zika,mice;hamsters,,,,,,false,false,false,low,low,high,tier_3
pmid-38643200,38643200,2024,current-program,,,Deviations in RSV epidemiological patterns and population structures in the United States following the COVID-19 pandemic.,explicit cross-virus/shared-host full-text language: pan-viral,cached_normalized,pmc_xml,sars_cov_2;rsv,human_patients,,,,,,false,false,false,low,low,high,tier_3
pmid-38587193,38587193,2024,hpmi,HPMI,,Assembly of SARS-CoV-2 nucleocapsid protein with nucleic acid.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, viral, sars-cov-2, sars, interaction",cached_normalized,pmc_xml,sars_cov_2,,,,,,,false,false,false,low,low,high,tier_3
pmid-38306481,38306481,2024,pi-backlog,UCLA-Persistent-BSI,Michael Yeaman,Viral afterlife: SARS-CoV-2 as a reservoir of immunomimetic peptides that reassemble into proinflammatory supramolecular complexes.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, covid-19, virus, viral",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,macrophages;mice;human_patients,,,,,,false,false,false,low,low,high,tier_3
pmid-38301954,38301954,2024,current-program,,,Activity and inhibition of the SARS-CoV-2 Omicron nsp13 R392C variant using RNA duplex unwinding assays.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, viral, sars-cov-2, sars, screen",cached_normalized,pmc_xml,sars_cov_2,,,,,,,false,false,false,low,low,high,tier_3
pmid-38045338,38045338,2023,hpmi,HPMI,,Assembly reactions of SARS-CoV-2 nucleocapsid protein with nucleic acid.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, viral, sars-cov-2, sars, interaction",cached_normalized,pmc_xml,sars_cov_2,,,,,,,false,false,false,low,low,high,tier_3
pmid-37738983,37738983,2023,hpmi,HPMI,,Impact of SARS-CoV-2 ORF6 and its variant polymorphisms on host responses and viral pathogenesis.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, virus, viral, sars-cov-2, sars",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,,,,,,,false,false,false,low,low,high,tier_3
pmid-37025664,37025664,2023,pi-backlog,HPMI,Melanie Ott,A covalent inhibitor targeting the papain-like protease from SARS-CoV-2 inhibits viral replication.,"viral context plus mechanism-rich title/abstract: sars-cov-2, sars, viral, sars-cov-2, sars, screen",cached_normalized,pmc_xml,sars_cov_2,mice,,,,,,false,false,false,low,low,high,tier_3
pmid-36827975,36827975,2023,pi-backlog,HPMI,Melanie Ott,"SARS-CoV-2 infection of airway organoids reveals conserved use of Tetraspanin-8 by Ancestral, Delta, and Omicron variants.",explicit cross-virus/shared-host full-text language: multiple viruses,cached_normalized,pmc_xml,influenza_a;sars_cov_2;coronavirus_general,airway_epithelium;organoids,,,,,,false,false,false,low,low,high,tier_3
pmid-35967877,35967877,2022,pi-backlog,SYBIL,Adolfo Garcia-Sastre,eIF5A is activated by virus infection or dsRNA and facilitates virus replication through modulation of interferon production.,"virus-focused title/abstract plus weaker cross-virus framing in body: broad-spectrum, influenza, zika, replication, macrophage",cached_normalized,pmc_xml,influenza_a;zika,A549_cells;Vero_E6_cells;macrophages;mice,imaging,,,,,false,false,false,low,low,high,tier_3
pmid-35899968,35899968,2022,current-program,,,De novo emergence of SARS-CoV-2 spike mutations in immunosuppressed patients.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, virus, viral, coronavirus",cached_normalized,pmc_xml,coronavirus_general,PBMCs;human_patients,network_analysis,,,,,false,false,false,low,low,high,tier_3
pmid-33427208,33427208,2021,current-program,UCLA-Persistent-BSI,Melissa Johnson,Dissecting strategies to tune the therapeutic potential of SARS-CoV-2-specific monoclonal antibody CR3022.,"viral context plus mechanism-rich title/abstract: coronavirus, sars-cov-2, sars, virus, viral, coronavirus",cached_normalized,pmc_xml,sars_cov_2;coronavirus_general,Vero_E6_cells;macrophages;mice;hamsters;rhesus_macaques;human_patients,,,,,,false,false,false,low,low,high,tier_3
pmid-32661015,32661015,2021,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Induction and Evasion of Type-I Interferon Responses during Influenza A Virus Infection.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, pathway, immune evasion",cached_normalized,pmc_xml,influenza_a,,,,,,,false,false,false,low,low,high,tier_3
pmid-31714898,31714898,2020,current-program,,,Linear ubiquitin assembly complex regulates lung epithelial-driven responses during influenza infection.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, host response, replication",cached_normalized,pmc_xml,influenza_a,mice;human_patients,,,,,,false,false,false,low,low,high,tier_3
pmid-31043530,31043530,2019,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Host-Specific NS5 Ubiquitination Determines Yellow Fever Virus Tropism.,"viral context plus mechanism-rich title/abstract: dengue, zika, yellow fever virus, flavivirus, virus, viral",cached_normalized,pmc_xml,dengue;zika;yellow_fever;flavivirus_general,mice,,,,,,false,false,false,low,low,high,tier_3
pmid-30463968,30463968,2019,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Packaging of the Influenza Virus Genome Is Governed by a Plastic Network of RNA- and Nucleoprotein-Mediated Interactions.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, interactions",cached_normalized,pmc_xml,influenza_a,,network_analysis,,,,,false,false,false,low,low,high,tier_3
pmid-30258002,30258002,2018,pi-backlog,SYBIL,Adolfo Garcia-Sastre,Influenza Virus NS1 Protein-RNA Interactome Reveals Intron Targeting.,"viral context plus mechanism-rich title/abstract: influenza, virus, viral, influenza, interaction, interactions",cached_normalized,pmc_xml,influenza_a,,protein_interaction_mapping,,,,,false,false,false,low,low,high,tier_3
