paper_id,pmid,source_collection,year,title,center,pi_candidates,previous_subset_reason,parse_status,body_word_count,decision,decision_reason,title_abstract_virus_hits,title_abstract_specific_virus_hits,title_abstract_mechanism_hits,virus_hits,mechanism_hits,cross_virus_hits,off_topic_hits,non_viral_pathogen_hits,method_resource_hits,therapeutic_clinical_hits,body_excerpt
pmid-40963760,40963760,current-program,2025,Cryptic spread of SARS-CoV-2 undermined targeted travel restrictions.,CViSB,Kristian Andersen,candidate relevance plus virus/pathogen/assay support,cached_normalized,4036,not_relevant,full text did not support viral host-mechanism relevance,viral;sars-cov-2;sars,sars-cov-2;sars,,viral;sars-cov-2;sars,,,,,,,
pmid-35881005,35881005,current-program,2022,The molecular epidemiology of multiple zoonotic origins of SARS-CoV-2.,CViSB,Robert Garry;Kristian Andersen,candidate relevance plus virus/pathogen/assay support,normalized,3983,not_relevant,full text did not support viral host-mechanism relevance,virus;viral;coronavirus;sars-cov-2;sars;covid-19,coronavirus;sars-cov-2;sars;covid-19,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19,network,,,,,,"cCA-rooting, fixing the ancestral haplotype as a root, and outgroup rooting. SARS-CoV-2-like epidemics were simulated with FAVITES-COVID-Lite v0.0.1 ( 22 , 63 ) using a scale-free network of 5 million individuals and a customized extension of the SAPHIRE model ( 64 ), producing coalescent trees on which we simulated mutations. We calculated the Bayes factor comparing the support of two introductions of SARS-CoV-2 to one introduction by considering the posterior probabilities of the four most lik"
pmid-39567630,39567630,pi-backlog,2024,Cell surface marker heterogeneity in human myeloma cell lines for modeling of disease and therapy.,CViSB,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,3972,not_relevant,title/abstract/full text looks off-target for the virus question: tumor,,,,,,,tumor,,,,
pmid-40035960,40035960,pi-backlog,2025,A detailed comparative in silico and functional analysis of ccd1 gene in maize gives new insights of its expression and functions.,SYBIL,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,3900,not_relevant,"non-viral pathogen focus dominates title/abstract/full text: bacterial, candida",,,,,pathway;interaction;interactions;protein interaction;crispr;replication;network,,,bacterial;candida,,,"riations, two major strategies have been followed extensively for enhancing carotenoid content in maize grains. One is the enrichment of genotypes with the carotenoid biosynthesis pathway genes and the other is introgression of mutant alleles of carotenoid degradation genes through breeding [6] . One such instance is the use of two important carotenoid biosynthesis genes, Lycopene-ε-cyclase (lcyE), and β-carotene hydroxylase (crtRB1) that promote the increased alpha branching of carotenoids and"
pmid-33455849,33455849,current-program,2021,Forest and Trees: Exploring Bacterial Virulence with Genome-wide Association Studies and Machine Learning.,SCRIPT,Alan Hauser,explicit cross-virus/shared-host signal,normalized,3898,not_relevant,title is dominated by a non-viral pathogen context: bacterial,,,,influenza;hiv,pathway;pathways;interaction;interactions;protein interaction;screen;replication;network,,cancer,legionella;bacterial;listeria;pneumophila;candida,,,"riants was likely causal. A second strategy for decreasing the number of tests is to perform burden testing, whereby variants are grouped together by functional units (e.g. genes, pathways), and tests are then performed at the level of these functional units [ 49 ]. Burden testing also has the potential advantage of increasing power in situations where a phenotype has emerged multiple times via distinct genetic events that impacted a common set of genes or pathways. It is important to note that"
pmid-39945534,39945534,current-program,2025,Tracing more than two decades of Japanese encephalitis virus circulation in mainland China.,,,candidate relevance plus virus/pathogen/assay support,cached_normalized,3847,not_relevant,full text did not support viral host-mechanism relevance,virus;viral,,,virus;viral,,,,,,,
pmid-39131396,39131396,hpmi,2024,CRISPR-Cas12a bends DNA to destabilize base pairs during target interrogation.,HPMI,,candidate relevance plus virus/pathogen/assay support,cached_normalized,3833,not_relevant,full text did not support viral host-mechanism relevance,,,crispr,,crispr,,,,,,
pmid-38947010,38947010,current-program,2024,Evolution of the Umbilical Cord Blood Proteome Across Gestational Development.,,,candidate relevance plus virus/pathogen/assay support,cached_normalized,3758,not_relevant,non-viral pathogen focus dominates title/abstract/full text: bacterial,,,pathway;pathways,viral;hiv,pathway;pathways;interaction;interactions;protein interaction;proteomics;network,,,bacterial,,,"red. Nodes were colored by an increase or decrease in abundance with edge width reflective of protein interaction confidence score. Proteins contributing to significantly enriched pathways were annotated with colored boxes. The distribution of GA and associated clinical/demographic details for the 150 infants included in this study are displayed in Table 1 . The mean GA across all infants was 33.2 weeks (standard deviation 4.5, range 25.9–41.4). 17 infants (11%) were 25–28 weeks, 43 (29%) were 2"
pmid-32912998,32912998,current-program,2020,The emergence of SARS-CoV-2 in Europe and North America.,,,candidate relevance plus virus/pathogen/assay support,normalized,3737,not_relevant,full text did not support viral host-mechanism relevance,virus;viral;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,,virus;viral;coronavirus;sars-cov-2;sars;covid-19;hiv,screen,,,,,,"spended for non-U.S. residents from China (beginning on 2 February 2020) ( 20 ), perhaps during the concurrent period when ~40,000 U.S. residents were repatriated from China, with screening described as cursory or lax ( 21 ). These passengers were directed to a short list of airports, including those in Los Angeles, San Francisco, New York, Chicago, Newark, Detroit, and Seattle ( 21 ). The late-February timing of COVID-19 cases in Solano County and Santa Clara County in California ( 5 ) (supplem"
pmid-42200562,42200562,pi-backlog,2026,Simplified Derivation of Stable Early Passage Murine Embryonic and Parthenogenetic Stem Cells.,SCRIPT,Alan Hauser,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,3715,not_relevant,title/abstract/full text looks off-target for the virus question: leukemia,,,pathway;pathways,virus,pathway;pathways,,leukemia,,,,"M ouse embryonic stem (mES) cells are artifacts of culture conditions that support cell division while suppressing differentiation pathways, [1] [2] [3] [4] thus retaining the capacity to integrate into fetal tissues following transfer into blastocyst-stage mouse embryos. [5] [6] [7] This tissue plasticity plus the capacity to self-aggregate and differentiate into mesodermal, ectodermal, and endodermal cell lineages suggests they are useful in vit"
pmid-34304580,34304580,current-program,2021,Comparative First-Line Effectiveness and Safety of ACE (Angiotensin-Converting Enzyme) Inhibitors and Angiotensin Receptor Blockers: A Multinational Cohort Study.,,,explicit cross-virus/shared-host signal,normalized,3555,not_relevant,non-viral pathogen focus dominates title/abstract/full text: candida,,,network,,network,,kidney;diabetes,candida,,inhibitor,"RBs, with lisinopril being the most commonly used antihypertensive medication worldwide. 18 , 19 Therefore, as part of the Large-scale Evidence Generation and Evaluation across a Network of Databases for Hypertension (LEGEND-HTN) study, we sought to compare the real-world effectiveness and safety of ACE inhibitors and ARBs for the first-line treatment of hypertension across a global network of eight large observational databases. All code, materials, and intermediate results have been made publ"
pmid-42496972,42496972,pi-backlog,2026,Glucagon-Like Peptide-1 Receptor Agonists and Fragility Fracture Risk in Type 2 Diabetes.,UCLA-Persistent-BSI,Michael Yeaman,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,3482,not_relevant,"title is dominated by an off-target disease area: fracture, diabetes",,,,,pathway;interaction;network,,fracture;kidney;diabetes,,,inhibitor,"fracture risk (HR, 1.02 [95% CI, 1.01-1.02]), whereas cumulative HbA 1c reduction was associated with a modest risk reduction (HR, 0.99 [95% CI, 0.98-0.99]). The combined indirect pathway produced a small net increase in fracture risk (HR, 1.01 [95% CI, 1.00-1.02]) ( Figure 3 ). The E-value was 1.83 for the intention-to-treat point estimate and 1.70 for the upper confidence bound. In PSM cohorts stratified by T2D status (245 365 pairs overall; 208 647 [85.0%] with T2D; 36 718 [15.0%] without T2D"
pmid-25057006,25057006,pi-backlog,2014,Differential requirement for the IKKβ/NF-κB signaling module in regulating TLR- versus RLR-induced type 1 IFN expression in dendritic cells.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: virus, pathway",normalized,3467,not_relevant,"non-viral pathogen focus dominates title/abstract/full text: bacterial, fungal",virus,,pathway,virus;viral,host response;pathway;pathways;interaction;interactions,,cancer,bacterial;fungal,,,"The mammalian immune system is exquisitely sensitive to the nature of invading infectious agents and tailors host responses that are best suited to eradicate specific agents ( 1 , 2 ). Mammalian pattern recognition receptors (PRRs) such as Toll-Like Receptors (TLRs), RIG-I-like Receptors (RLRs), cGAS/STING and NOD-like receptors play key roles in protective innate and adaptive immune responses against microbial agents ( 3 – 8"
pmid-35298864,35298864,hpmi,2023,Integrative structure determination of histones H3 and H4 using genetic interactions.,HPMI,,candidate relevance plus virus/pathogen/assay support,cached_normalized,3464,not_relevant,full text did not support viral host-mechanism relevance,,,interaction;interactions;crispr,virus;viral;coronavirus,pathway;pathways;interaction;interactions;interactome;protein interaction;crispr;replication;network,,,,,,"otype than is expected from the combination of individual mutation effects. Genetic interactions can be used to identify functional relationships among genes, including biological pathways [ 21 – 23 ] and protein complexes [ 24 – 26 ]. Genetic interaction profiles, defined as a set of genetic interactions between a given mutation (e.g., a point mutation) and a library of secondary mutations (e.g., gene deletions), often provide signatures of protein functions, allowing us to compare the profiles"
pmid-36832096,36832096,pi-backlog,2023,Comparative Study of the Impact of Human Leukocyte Antigens on Renal Transplant Survival in Andalusia and the United States.,SYBIL,Rafael Medina,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,3408,not_relevant,title/abstract/full text looks off-target for the virus question: kidney,,,,viral;covid-19,network,,kidney,,,transplantation;transplant survival,"e renal transplant data that have been analysed in this work come from the Autonomous Transplant Database of Andalusia (SICATA), while the US data have been provided by the United Network for Organ Sharing (UNOS). For both databases, single renal transplants from cadaveric donors between 2006 and 2019 (both inclusive) were selected. The Regional Transplant Coordination Agency in Andalusia started database compilation for renal transplantation in 2006. No data are available for previous years. On"
pmid-28220929,28220929,pi-backlog,2017,Increasing the Efficiency on Producing Radiology Reports for Breast Cancer Diagnosis by Means of Structured Reports. A Comparative Study.,SYBIL,Rafael Medina,explicit cross-virus or shared-host framing in title/abstract,normalized,3372,not_relevant,"title is dominated by an off-target disease area: cancer, breast cancer",,,,,screen,,cancer;breast cancer,candida,,,"ing disorders Reading disorder 1/3 Mathematics disorder 1/3 Other disorders of infancy, childhood, or adolescence Stereotypic movement disorder 1/3 abnormalities to incorporate a screen for anxiety disorders and to assist patients and families in finding adequate therapies for these disorders. In addition to high rates of ADHD and anxiety, the 18q-subjects (with distal breaks beginning from 18q21. 2 through 18q22 3) exhibited high rates of mania, depression, and psychosis. Rates of psychosis w"
pmid-41548573,41548573,pi-backlog,2026,Biomolecular Fingerprint of Crohn's Disease: A Comparative Raman Spectroscopic Study of Blood and Tissue Samples.,SYBIL,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,3286,not_relevant,non-viral pathogen focus dominates title/abstract/full text: bacterial,,,,,pathway;pathways;interaction;interactions,,cancer,bacterial,,,"compositional differences between plasma and tissue. Biologic therapies, including anti‐TNF agents such as infliximab and anti‐integrins like vedolizumab, target key inflammatory pathways to induce and maintain remission in moderate‐to‐severe CD [ 61 ]. These treatments reduce mucosal injury, prevent complications such as fistulas, and improve quality of life. The recovery of lipid, protein, and amino acid/carbohydrate Raman markers toward healthy profiles in biologic‐treated patients supports"
pmid-25511110,25511110,pi-backlog,2015,A comparative immunological analysis of CoCl2 treated cells with in vitro hypoxic exposure.,SYBIL,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,normalized,3275,not_relevant,non-viral pathogen focus dominates title/abstract/full text: candida,,,pathway;macrophage,hiv,pathway;pathways;macrophage,,cancer;breast cancer,candida,,,"study, and in light of the complexity associated with drug response it remains possible that RLIP76 does have some role in resistance to AEDs, either directly or by regulation of pathways in which it figures. However, further studies would seem necessary before its role can be considered proven, and before attention is diverted to therapies based on modulation or evasion of RLIP76. The role of transporters in AED resistance is likely to prove complex (Sisodiya and Bates, 2006) , and require fur"
pmid-33305155,33305155,pi-backlog,2020,MicroRNA-125b-5p Regulates Hepatocyte Proliferation During the Termination Phase of Liver Regeneration.,HPMI,Melanie Ott,"viral context plus mechanism/resource terms: virus, pathway",normalized,3266,not_relevant,non-viral pathogen focus dominates title/abstract/full text: candida,virus,,pathway;pathways,virus;viral,pathway;pathways;interaction;interactions;protein interaction;network,,cancer;tumor;ovarian,candida,,inhibitor,"ion experiments suggested that ABTB1 contributes, albeit in part, to the pro‐proliferative effect of miR‐125b‐5p on primary mouse hepatocytes. To identify the downstream signaling pathway of antiproliferative ABTB1, ( 18 ) we transfected primary mouse hepatocytes with Abtb1 siRNA and performed microarray‐based mRNA expression analysis. The results revealed that ABTB1 loss led to significant up‐regulation of Foxg1 expression (Fig. 5A,B ). Gene Ontology and Kyoto Encyclopedia of Genes and Genomes"
pmid-30293731,30293731,pi-backlog,2018,Comparison between Surgical and Endovascular Hemodialysis Arteriovenous Fistula Interventions and Associated Costs.,HPMI,Michael Glickman,explicit cross-virus or shared-host framing in title/abstract,normalized,3258,not_relevant,title is dominated by an off-target disease area: hemodialysis,,,,,,,hemodialysis;kidney,,,,"ort) were derived from NEAT. Incident and prevalent patients in the endoAVF cohort were determined based on dialysis use at the time the endoAVF was created. Thus, patients not on hemodialysis or peritoneal dialysis at the time of endoAVF creation were considered to be incident patients, even if they did not start dialysis by the end of the study. The USRDS database specified if patients were incident or prevalent dialysis patients; patients were defined as incident if they were not on hemodialy"
pmid-32513865,32513865,current-program,2020,Genomic surveillance reveals multiple introductions of SARS-CoV-2 into Northern California.,CViSB,Kristian Andersen,candidate relevance plus virus/pathogen/assay support,normalized,3251,not_relevant,full text did not support viral host-mechanism relevance,virus;viral;coronavirus;sars-cov-2;sars;covid-19,coronavirus;sars-cov-2;sars;covid-19,,virus;viral;coronavirus;sars-cov-2;sars;covid-19;zika;ebola,screen,,,,,,"lifornia and perform phylogenetic analyses to better understand the genetic diversity of SARS-CoV-2 in the US and the nature of transmission of virus lineages in the community. We screened a total of 62 respiratory swab samples from 54 COVID-19 patients available from hospitals and clinics at University of California, San Francisco (UCSF), the California Department of Public Health (CDPH), and 8 county public health departments in Northern California (table S1). Presumptive positive cases were c"
pmid-38387978,38387978,pi-backlog,2024,PRECISION-TBI: a study protocol for a vanguard prospective cohort study to enhance understanding and management of moderate to severe traumatic brain injury in Australia.,CViSB,Ryan McNamara,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,3231,not_relevant,full text did not support viral host-mechanism relevance,,,network,,network,,,,,,
pmid-26799564,26799564,pi-backlog,2016,Infection in Health Personnel with High and Low Levels of Exposure in a Hospital Setting during the H1N1 2009 Influenza A Pandemic.,SYBIL,Adolfo Garcia-Sastre,explicit cross-virus or shared-host framing in title/abstract,normalized,3225,not_relevant,full text did not support viral host-mechanism relevance,virus;influenza,influenza;h1n1,,virus;viral;influenza;hiv,interaction,,,,,,"form direct clinical duties also became seropositive by the end of the pandemic season. Therefore preventive practices must become extensive to all personnel that have any sort of interaction with patients even prior to the triage step. Unfortunately, these groups of people are often not considered during preventive campaigns in public health hospitals, including obligatory vaccination and the use of personal protective equipment, a scenario that should be re-considered due to their potential ro"
pmid-38446806,38446806,current-program,2024,"Genomic characterization of SARS-CoV-2 in Guinea, West Africa.",,,candidate relevance plus virus/pathogen/assay support,cached_normalized,3219,not_relevant,full text did not support viral host-mechanism relevance,virus;viral;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,,virus;viral;coronavirus;sars-cov-2;sars;covid-19,network,,diabetes,,,,"400 base pair amplicons tiled across the genome. The multiplex primer set, comprised of two non-overlapping primer pools, was created using Primal Scheme and provided by the Artic Network (version 3 release). PCR amplification was carried out using Q5 Hot Start HF Taq Polymerase (NEB) with 5μl of cDNA in a 25μl reaction volume. A two-step PCR program was used with an initial step of 98°C for 30 seconds, then 35 cycles of 98°C for 15 seconds followed by five minutes at 65°C. Separate reactions we"
pmid-28362044,28362044,pi-backlog,2017,Comparison of post-creation procedures and costs between surgical and an endovascular approach to arteriovenous fistula creation.,HPMI,Michael Glickman,explicit cross-virus or shared-host framing in title/abstract,normalized,3196,not_relevant,"title/abstract/full text looks off-target for the virus question: hemodialysis, kidney, diabetes",,,,,,,hemodialysis;kidney;diabetes,,,,"Among all hemodialysis access types, the arteriovenous fistula (AVF) offers longer access survival, lower mortality risk, reduced infection rate and requires fewer interventions following its successful maturation and use (1, 2) . Recent literature suggests that it is common to require two or more Access Trial (NEAT), has been c"
pmid-38571499,38571499,pi-backlog,2024,NUP214 fusion genes in acute leukemias: genetic characterization of rare cases.,CViSB,Kristian Andersen,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,3177,not_relevant,title is dominated by an off-target disease area: leukemia,,,screen,,screen,,leukemia,,,,
pmid-26443011,26443011,pi-backlog,2015,Small-Molecule Allosteric Modulators of the Protein Kinase PDK1 from Structure-Based Docking.,HPMI,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,normalized,3177,not_relevant,non-viral pathogen focus dominates title/abstract/full text: candida,,,screen,,screen,,cancer,candida,,,"Several computational and experimental approaches have been used to target this challenging protein–peptide interface, including pharmacophore modeling, 10 - 12 NMR-based fragment screening, 3 , 13 computational design, 14 and competitive binding assays. 4 , 15 Here, we investigated the utility of structure-based docking as a site-directed approach to discover new ligands for the PIF pocket of PDK1. We docked 6300 compounds from the ZINC database against a small conformational ensemble of two c"
pmid-32878931,32878931,current-program,2020,Evolution of Early SARS-CoV-2 and Cross-Coronavirus Immunity.,,,candidate relevance plus virus/pathogen/assay support,normalized,3165,not_relevant,full text did not support viral host-mechanism relevance,virus;coronavirus;sars-cov-2;sars,coronavirus;sars-cov-2;sars,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19;rsv,screen,,,,,,"Biotech) were added at 1.3 μg/ml in Luminex assay buffer and incubated for 1 h at room temperature while shaking at 900 rpm. The coated beads were then washed and read on an iQue Screener (Intellicyt) using a robotic arm (PAA). Similarly, for the FcγR binding profiles, recombinant FcγRIIA, FcγRIIB, FcγRIIIA, and FcγRIIIB (Duke Protein Production Facility) were biotinylated (Thermo Scientific), conjugated to streptavidin-PE for 10 min (Southern Biotech) in Luminex buffer, and added at 1 μg/ml. S"
pmid-31668726,31668726,current-program,2019,"Comprehensive comparative effectiveness and safety of first-line antihypertensive drug classes: a systematic, multinational, large-scale analysis.",,,explicit cross-virus/shared-host signal,normalized,3100,not_relevant,title/abstract/full text looks off-target for the virus question: kidney,,,network,,network,,kidney,,,inhibitor,"rugs with respect to outcomes - and the safety trade-offs among these options. Accordingly, we have developed the open-science Large-scale Evidence Generation and Evaluation in a Network of Databases for Hypertension (LEGEND-HTN) study to compare common antihypertensive drug treatments by employing a systematic, large-scale analysis across nine observational databases from the Observational Health Data Science and Informatics (OHDSI) distributed data network 6 . This novel approach employs mass"
pmid-18948282,18948282,pi-backlog,2009,"MODBASE, a database of annotated comparative protein structure models and associated resources.",HPMI,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,normalized,3092,not_relevant,non-viral pathogen focus dominates title/abstract/full text: bacterial,,,,,pathway;pathways;interaction;interactions;protein interaction;screen;network,,cancer;tumor,bacterial,modeller;modbase;comparative protein structure;database of annotated comparative protein structure models,,modeling coverage was used to suggest specific targets for a structural genomics effort on ABC transporters by CSMP. Caspases are cysteine proteases involved in multiple apoptotic pathways. An experimental approach was recently developed to identify caspase substrates by biotinylating natural protein N-termini and selecting protein fragments containing unblocked α-amines characteristically generated upon proteolytic cleavage ( 44 ). Likely high accuracy models of protein substrates prior to clea
pmid-32065600,32065600,current-program,2020,Comparison of Cardiovascular and Safety Outcomes of Chlorthalidone vs Hydrochlorothiazide to Treat Hypertension.,,,explicit cross-virus/shared-host signal,normalized,3086,not_relevant,"title/abstract/full text looks off-target for the virus question: kidney, diabetes",,,,,network,,kidney;diabetes,,,,"of cardiovascular disease. However, to our knowledge there are no large, completed randomized clinical trials comparing these medications, although one is in progress. 2 Indirect network meta-analyses showed superior effectiveness with chlorthalidone, 3 , 4 but a large observational study showed approximately equal effectiveness. 5 Short-term, small randomized clinical trials 6 , 7 showed only nominal differences in safety issues such as hypokalemia, but the observational study 5 showed a worse"
pmid-31416162,31416162,current-program,2019,Proteomics Computational Analyses Suggest that the Antennavirus Glycoprotein Complex Includes a Class I Viral Fusion Protein (α-Penetrene) with an Internal Zinc-Binding Domain and a Stable Signal Peptide.,CViSB,Robert Garry,candidate relevance plus virus/pathogen/assay support,normalized,3076,not_relevant,non-viral pathogen focus dominates title/abstract/full text: bacterial,virus;viral,,proteomics,virus;viral;influenza;coronavirus;hiv;ebola,pathway;pathways;proteomics;replication;network,,,bacterial,,,"a family may diverge by acquiring VFPs of distinct classes through recombination events. Recombination has been shown to occur in reptarenaviruses [ 77 ]. While other evolutional pathways are possible, reptarenaviruses may have replaced the arenavirus GPC or a progenitor with a filovirus-like class I glycoprotein via recombination ( Figure 6 ). An unlikely alternative scenario involves a highly convergent pathway involving a common arenavirus and filovirus glycoprotein progenitor evolving to a"
pmid-31326608,31326608,current-program,2019,Gut Colonization Preceding Mucosal Barrier Injury Bloodstream Infection in Pediatric Hematopoietic Stem Cell Transplantation Recipients.,,,explicit cross-virus/shared-host signal,normalized,3070,not_relevant,"non-viral pathogen focus dominates title/abstract/full text: bacterial, staphylococcus",,,,,network,,,bacterial;staphylococcus,,transplantation,"yses presented herein were limited to subjects who developed a mucosal barrier injury laboratory-confirmed bloodstream infection, as defined by the U.S. National Healthcare Safety Network [ 22 ]. Sociodemographic and clinical data were collected from a caregiver questionnaire and medical record review. Fecal samples were collected into vials containing RNAlater solution and placed immediately into a 4°C refrigerator. Study staff transported these samples daily (Monday through Friday) from clinic"
pmid-37249415,37249415,current-program,2023,Humoral profiling of pediatric patients with cancer reveals robust immunity following anti-SARS-CoV-2 vaccination superior to natural infection.,,,candidate relevance plus virus/pathogen/assay support,normalized,3052,not_relevant,virus-related but low-priority for host-pathway discovery: cancer therapy,virus;sars-cov-2;sars;covid-19,sars-cov-2;sars;covid-19,,virus;viral;influenza;coronavirus;sars-cov-2;sars;covid-19,,,cancer;tumor,,,,"The novel coronavirus SARS-CoV-2 has caused significant burden of disease and mortality worldwide since its emergence. 1 Early data indicated reduced severity of disease among pediatric patients compared with the adult population, which has been repeatedly demonstrated as the pandemic has continued. 2 – 4 Despite this relative protect"
pmid-30477498,30477498,current-program,2018,Inflammatory pathways are upregulated in the nasal epithelium in patients with idiopathic pulmonary fibrosis.,,,candidate relevance plus virus/pathogen/assay support,normalized,2994,not_relevant,"non-viral pathogen focus dominates title/abstract/full text: mycobacter, tuberculosis, bacterial, bacterium, staphylococcus",,,pathway;pathways;screen;epithelial,virus;viral;influenza,pathway;pathways;interaction;protein interaction;screen;macrophage;alveolar;epithelial;network,,cancer;tumor,mycobacter;tuberculosis;bacterial;bacterium;staphylococcus;streptococcus;candida,,,"IPF lungs have shown that the disease is characterized by the upregulation of several matrix metalloproteinases, extracellular matrix proteins, molecules involved in developmental pathways, growth factors, and epithelial-related genes such as cytokeratins, mucin-5B, and desmoplakin [ 6 – 11 ]. These studies require access to fibrotic lung tissue from alveolar biopsies, limiting their utility for screening or disease management. In patients with lung cancer, Spira and colleagues observed transcri"
pmid-18663127,18663127,pi-backlog,2008,Transcriptional role of p53 in interferon-mediated antiviral immunity.,SYBIL,Adolfo Garcia-Sastre,"viral context plus mechanism/resource terms: viral, pathway",normalized,2991,not_relevant,non-viral pathogen focus dominates title/abstract/full text: candida,virus;viral,,pathway;replication,virus;viral,pathway;replication,broad-spectrum,cancer;tumor,candida,,,"ic function, we infected WT and p53 −/− mouse embryo fibroblasts (MEFs) with recombinant vesicular stomatitis virus (VSV) expressing GFP (VSV-GFP), in the presence or absence of a broad-spectrum caspase inhibitor ( 12 ). Virus titers were >100-fold higher in the absence of p53, which was consistent with previous reports ( 4 , 9 ). However, p53 still markedly reduced viral replication in the presence of caspase inhibitors ( Fig. 1, a–c ), which reduced p53-dependent cell death to levels close to"
pmid-37886564,37886564,pi-backlog,2023,Transcriptomic Analysis Pipeline (TAP) for quality control and functional assessment of transcriptomes.,UCLA-Persistent-BSI,Scott Filler,explicit cross-virus or shared-host framing in title/abstract,cached_normalized,2987,not_relevant,full text did not support viral host-mechanism relevance,,,,,pathway;pathways,,,,,,"hed in metabolic processes aligning with previous reports [37]. However, the polyA + protocol exhibited many additional enriched categories including those enriched in distinctive pathways including purine metabolism and small molecule metabolic process ( Fig. 4 ). A comparison of DEGs across conditions between each library type revealed pathways associated with stress responses, including enrichment cellular responses to temperature category (GO:0009266) and involving induction of Hsp22 encodin"
pmid-34785885,34785885,pi-backlog,2021,Surgical Management of Unilateral Partial Limbal Stem Cell Deficiency: Conjunctival Autografts versus Simple Limbal Epithelial Transplantation.,SYBIL,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,normalized,2976,not_relevant,full text did not support viral host-mechanism relevance,,,epithelial,,epithelial,,,,,transplantation,"conjunctiva, each of which are phenotypically distinct from each other. 1 , 2 The limbus which acts as a barrier between the conjunctival and the corneal epithelia contains limbal epithelial stem cells (LESCs) and maintains a normal epithelial turnover. 3–5 Limbal damage prevents corneal epithelial wound healing and can thus precipitate into limbal stem cell deficiency (LSCD). 6 Corneas with LSCD show conjunctivalization, corneal vascularization, corneal opacity, and unhealthy epithelium manifes"
pmid-24843188,24843188,pi-backlog,2014,Comparative Study of Hydroalcoholic Extracts of Momordica charantia L. against Foodborne Pathogens.,SYBIL,Sumit Chanda,explicit cross-virus or shared-host framing in title/abstract,normalized,2915,not_relevant,"non-viral pathogen focus dominates title/abstract/full text: bacterial, bacterium, fungal, listeria, staphylococcus",,,screen,,screen,,,bacterial;bacterium;fungal;listeria;staphylococcus;candida,,inhibitor,"ining extracts showed different levels of activity against P. aeruginosa , P. stutzeri and P. pictorum . The 100 and 50% MeOH extracts showed activity against all Pseudomonas spp. screened. All extracts showed moderate activity against the fungi. Antimicrobial activity of different hydroalcoholic extracts of the pulp of Momordica charantia is shown in Table 1 and 2 . In Gram-positive bacteria, all extracts showed activity against M. flavus and the highest activity was in 75% MeOH extract followe"
pmid-21823622,21823622,pi-backlog,2011,Discovery of a cytokinin deaminase.,HPMI,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,normalized,2851,not_relevant,"non-viral pathogen focus dominates title/abstract/full text: bacterial, bacterium",,,,,pathway;interaction;interactions;screen;network,,,bacterial;bacterium,,,"me identified here may function in salvaging of nutrients from algae through the conversion of cytokinins into hypoxanthine, which can then be incorporated into the purine salvage pathway. The reaction catalyzed by Patl2390 with isopentenyl adenine is presented in Scheme 2 . The ability to remove a methoxy group from O -6-methylguanine may also indicate a role of this enzyme in DNA repair ( 27 ). Current estimates put the percent of unknown, uncertain or incorrect annotations of bacterial genes"
pmid-25199792,25199792,pi-backlog,2014,Comparative Protein Structure Modeling Using MODELLER.,HPMI,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,normalized,2832,not_relevant,"generic method/resource paper without clear virus focus in title/abstract: modeller, protein structure modeling, comparative protein structure",,,,,,,,,modeller;protein structure modeling;comparative protein structure,,"Accuracy in the alignment of nucleic acid and protein sequences is key to a number of biological problems, including those of gene annotation, phylogeny determination, protein structure modeling and protein function annotation. A widely used method for aligning two sequences of residues is based on dynamic programming (Needleman and Wunsch, 1970; Sellers, 1974; Smith and Waterman, 1981) . Dynamic programming optimizes a scoring function that depends on residue-residue substitution scores and pen"
pmid-22183533,22183533,pi-backlog,2012,Virtual ligand screening against comparative protein structure models.,HPMI,Andrej Sali,explicit cross-virus or shared-host framing in title/abstract,normalized,2787,not_relevant,"generic method/resource paper without clear virus focus in title/abstract: modeller, protein structure modeling, comparative protein structure",,,screen,,interaction;interactions;screen,,,,modeller;protein structure modeling;comparative protein structure,,"fit. Docking poses are generated by matching the atoms of a small molecule with the centers of the spheres. The generated poses are evaluated using a grid-based approach in which interactions between the docked molecules and the receptor are precomputed at each grid point. The MODELLER 9v8 program can be downloaded from http://salilab.org/modeller/ . A typical operation in MODELLER consists of ( 1 ) preparing an input Python script, ( 2 ) ensuring that all required files ( eg , files specifying"
